Sub ICB Loc ODS code,Sub ICB Loc ONS code,Sub ICB Loc name,PCN ODS code,PCN name,Practice code,Practice name,perc_achievement
,,,,,G81032,Victoria Medical Centre,96.89119171
,,,,,G81088,Wealden Ridge Medical Partnership,88.76404494
,,,,,G81040,Woodhill Surgery,94.44444444
,,,,,N82054,Abercromby Family Practice,62.31884058
,,,,,N82086,Abingdon Family Health Care Centre,75
,,,,,N82053,Aintree Park Group Practice,81.11111111
,,,,,N82095,Albion Surgery,71.11111111
,,,,,N82103,Anfield Group Practice,72.72727273
,,,,,N82094,Belle Vale Health Centre,77.89473684
,,,,,N82671,Bigham Road Medical Centre,64.70588235
,,,,,N82078,Bousfield - Roberts,83.33333333
,,,,,N82077,Bousfield Surgery - Dr Shah,78.125
,,,,,N82617,Brownlow At Marybone,73.68421053
,,,,,N82117,Brownlow Group Practice,71.91011236
,,,,,N82076,Brownlow Health @ Princes Park,77.22772277
,,,,,N82645,Brownlow Health At Kensington,62.02531646
,,,,,N82633,Calvary Health Centre,64.1025641
,,,,,N82093,Derby Lane Medical Centre,80.70175439
,,,,,N82033,Dingle Park Practice,79.10447761
,,,,,N82003,Dovecot Health Centre,88.23529412
,,,,,N82067,Dr A Gupta Benim Medical Centre,61.11111111
,,,,,N82646,Dr Jude'S Practice - Riverside,57.93650794
,,,,,N82662,Dunstan Village Group Practice,67.56756757
,,,,,N82065,Earle Road Medical Centre,60.46511628
,,,,,N82107,Edge Hill Health @ Mossley Hill Surgery,85.71428571
,,,,,N82022,Edge Hill Health Centre,61.62790698
,,,,,N82018,Ellergreen Medical Centre,82.68156425
,,,,,N82113,Fairfield Medical Centre,70.49180328
,,,,,N82676,Fir Tree,95.83333333
,,,,,N82062,Fulwood Green Medical Ctr,94.02985075
,,,,,N82004,Garston Family Health Centre,85.71428571
,,,,,N82084,Gateacre Brow Surgery,92.45283019
,,,,,N82050,Gateacre Medical Centre,88.23529412
,,,,,N82087,Gillmoss Medical Centre,58.82352941
,,,,,N82091,Gp Practice Riverside (Dr Jude),75
,,,,,N82009,Grassendale Medical Centre,91.57894737
,,,,,N82669,Great Homer Street Medical Centre,37.73584906
,,,,,N82090,Green Lane Medical Centre,81.81818182
,,,,,N82059,Greenbank Drive Surgery,89.65517241
,,,,,N82079,Greenbank Road Surgery,95.23809524
,,,,,N82116,Hillfoot Health,91.07142857
,,,,,N82663,Hornspit Medical Centre,84.93150685
,,,,,N82081,Islington House Medical Centre,75.86206897
,,,,,N82083,Jubilee Medical Centre,86.7768595
,,,,,N82101,Kirkdale Medical Centre,60
,,,,,N82014,Lance Lane Medical Centre,85.24590164
,,,,,N82019,Langbank Medical Centre,66.66666667
,,,,,N82110,Long Lane,81.73913043
,,,,,N82035,Mather Avenue Surgery,88.23529412
,,,,,N82099,Mere Lane Group Practice,80.55555556
,,,,,N82655,Moss Way,78.26086957
,,,,,N82036,Netherley Health Centre,70.27027027
,,,,,N82041,Oak Vale Medical Centre,84.51612903
,,,,,N82074,Old Swan Health Centre,75
,,,,,N82026,Penny Lane Surgery,85.96491228
,,,,,N82089,Picton Green,51.38888889
,,,,,N82648,Poulter Road Medical Centre,72.72727273
,,,,,N82011,Priory Medical Centre,72.89719626
,,,,,N82058,Rock Court Surgery,81.81818182
,,,,,N82664,Rocky Lane Medical Centre,77.27272727
,,,,,N82108,Rutherford Medical Centre,92.45283019
,,,,,N82641,Sandringham Medical Centre,71.69811321
,,,,,N82046,Sefton Park Medical Centre,85.71428571
,,,,,N82650,Speke Hc - Dr Singh & Dr Bicha,69.44444444
,,,,,N82109,Speke Hc - Dr Thakur,76.74418605
,,,,,N82082,St. James' Health Centre,68.96551724
,,,,,N82651,Stanley Medical Centre,62.5
,,,,,N82104,Stoneycroft Medical Centre,83.33333333
,,,,,N82678,Stopgate Lane Medical Ctr,67.44186047
,,,,,N82039,Storrsdale Medical Centre,76.11940299
,,,,,N82073,The Ash Surgery,90.90909091
,,,,,N82070,The Elms Medical Centre,70.83333333
,,,,,N82097,The Grey Road Surgery,75
,,,,,N82001,The Margaret Thompson Med Centre,68.29268293
,,,,,N82092,The Valley Medical Centre,85.36585366
,,,,,N82106,The Village Medical Ctre,84.21052632
,,,,,N82034,The Village Surgery,71.66666667
,,,,,N82052,Townsend Medical Centre,65.55555556
,,,,,N82115,Vauxhall Health Centre,48.54368932
,,,,,N82048,Walton Medical Centre,78.125
,,,,,N82668,Walton Village Medical Centre,72.34042553
,,,,,N82024,West Derby Medical Centre,81.89655172
,,,,,N82049,Westminster Medical Centre,50
,,,,,N82037,Westmoreland Gp Centre,69.56521739
,,,,,N82066,Woolton House Medical Ctr,84.11214953
,,,,,N82002,Yew Tree Centre,70.42253521
,,,,,A87006,49 Marine Avenue Surgery,96.15384615
,,,,,A87011,Beaumont Park Surgery,96.61016949
,,,,,A87013,Bewicke Medical Centre,93.18181818
,,,,,A87023,Bridge Medical,93.18181818
,,,,,A87004,Collingwood Health Group,90.25423729
,,,,,A87029,Hadrian Health Centre,84.44444444
,,,,,A86016,Lane End Surgery,91.57894737
,,,,,A87615,Mallard Medical Practice,96.96969697
,,,,,A87008,Marine Avenue Medical Ctr,91.22807018
,,,,,A87020,Monkseaton Medical Centre,96.47058824
,,,,,A87019,Nelson Medical Group,90.69767442
,,,,,A87022,Northumberland Park Medical Group,92.24806202
,,,,,A87600,Park Parade Practice,96.49122807
,,,,,A87009,Priory Medical Group,94.41340782
,,,,,A87030,Redburn Park Medical Centre,92.20779221
,,,,,A87002,Spring Terrace Health Centre,97.2972973
,,,,,A87007,Stephenson Park Health Group,95.08196721
,,,,,A86041,Swarland Avenue Surgery,94.25287356
,,,,,A87016,The Village Green Surgery,92.8
,,,,,A87612,Wellspring Medical Pract.,94.73684211
,,,,,A86005,West Farm Surgery,87.34177215
,,,,,A87005,Whitley Bay Health Centre,94.92753623
,,,,,A87012,Wideopen Medical Centre,94.25287356
,,,,,A87017,Woodlands Park Health Ctr,96.25
,,,,,F81060,Aegis Medical Centre,87.5
,,,,,F81640,Aryan Medical Centre,94.82758621
,,,,,F81150,Ballards Walk Surgery,76.92307692
,,,,,F81023,Beechwood Surgery,91.42857143
,,,,,F81104,Chapel Street Surgery,80.64516129
,,,,,F81006,Clayhill Medical Practice,66.07142857
,,,,,F81215,Deal Tree Health Centre,94.62365591
,,,,,F81085,"Dr A Naeem & Partners,The New Surgery",81.33333333
,,,,,F81029,Dr Degun & Dr Macaulay,80.59701493
,,,,,F81025,Dr Gc Chajed'S Practice,85.60606061
,,,,,Y00758,Dr Jo Arayomi'S Practice,75
,,,,,F81031,Dr M Aslam'S Practice,74.25742574
,,,,,F81045,Dr N Dabas'S Practice,87.17948718
,,,,,F81158,Dr Nasah & Partners,85.9375
,,,,,Y03052,Dr Salako And Partners,89.36170213
,,,,,F81666,Dr Sharma & Partners,92.30769231
,,,,,Y00469,Dr Sims And Partners,91.15646259
,,,,,F81186,Felmores Medical Centre,86.95652174
,,,,,F81707,Fryerns Medical Centre,73.26732673
,,,,,F81711,Knights Surgery,82.05128205
,,,,,F81108,Laindon Medical Group,91.38755981
,,,,,F81041,London Road Surgery,90.79754601
,,,,,F81729,Matching Green Surgery,85.96491228
,,,,,F81055,Mount Avenue Surgery,91.21621622
,,,,,F81222,Queens Park Surgery,93.84615385
,,,,,F81036,Robert Frew Medical Centre,91.91919192
,,,,,F81102,Rockleigh Court Surgery,88.73239437
,,,,,F81645,Rose Villa Surgery,93.33333333
,,,,,F81651,South Green Surgery,88.57142857
,,,,,F81732,Swanwood Partnership,92.85714286
,,,,,F81080,The Billericay Medical Practice,93.22033898
,,,,,F81737,The Highwood Surgery,86.66666667
,,,,,F81163,The New Folly Surgery,81.94444444
,,,,,F81038,Tile House Surgery,92.19858156
,,,,,F81013,Western Road Surgery,93.90243902
,,,,,F81690,Ashingdon Medical Centre,94.64285714
,,,,,F81123,Audley Mills Surgery,94.54545455
,,,,,F81713,Benfleet Surgery,100
,,,,,F81125,Church View Surgery,87.1559633
,,,,,F81061,Conner & Partners,97.18309859
,,,,,F81704,Downhall Park Surgery,95.23809524
,,,,,F81001,Dr Khan & Partners,95.59748428
,,,,,F81007,"Dr Puzey,Dr Kothari And Dr Nanda",87.90697674
,,,,,F81101,Essex Way Surgery,91.37931034
,,,,,F81205,Ghauri Practice,59.61538462
,,,,,F81618,High Road Family Doctors,92.10526316
,,,,,F81096,Oaklands Surgery,89.32038835
,,,,,F81032,P A Patel Surgery,95
,,,,,F81700,Rahman Practice,79.54545455
,,,,,F81142,St Georges Medical Practice,92.30769231
,,,,,F81740,The Community Practice,88.67924528
,,,,,F81066,The Greensward Surgery,97.82608696
,,,,,F81075,The Hollies,93.45794393
,,,,,F81739,The Island Surgery,89.41176471
,,,,,F81675,The Practice Leecon Way,94.28571429
,,,,,F81051,Third Avenue Health Centre,77.94117647
,,,,,F81089,Wakering Medical Ctr.,91.75257732
,,,,,F81065,William Harvey Surgery,100
,,,,,F81086,Central Surgery - Southchurch Blvd,93.25842697
,,,,,F81207,Dr Bekas Medical Centre,50
,,,,,F81003,Dr F Khan Carnavon Road Surgery,96.25
,,,,,F81046,Dr Krishnan & Ptnr - Kent Elms Hc,88.23529412
,,,,,F81613,Dr Kumar & Ptnr - Shoebury Hc,87.20930233
,,,,,F81223,Dr Malik - Kent Elms Hc,85.29411765
,,,,,F81147,Dr Navin Kumar,82.5
,,,,,F81649,Dr Palacin,82.22222222
,,,,,F81092,Dr Sooriakumaran,88.23529412
,,,,,F81128,Eastwood Group Practice,88.81118881
,,,,,F81112,Highlands Surgery,96.35036496
,,,,,F81176,North Avenue Surgery,88.88888889
,,,,,F81744,Scott Park Surgery,91.30434783
,,,,,F81159,Southend Medical Centre,77.5
,,,,,Y02707,St Luke'S Health Centre,86.41975309
,,,,,F81696,The Leigh Surgery,95.65217391
,,,,,F81144,The Pall Mall Surgery,89.87341772
,,,,,Y02177,The Practice Northumberland Avenue,90.27777778
,,,,,F81081,The Queensway Surgery,78.36538462
,,,,,F81097,The Valkyrie Surgery,78.94736842
,,,,,F81121,Thorpe Bay & Shaftesbury Ave Surgery,83.97790055
,,,,,F81656,Warrior Square Surgery,77.14285714
,,,,,F81164,West Road Surgery,75
,,,,,F82670,Abbamoor Surgery,78.20512821
,,,,,F82625,Abbey Medical Centre,79.7752809
,,,,,F84111,Abbey Road Medical Practice,81.13207547
,,,,,F84698,Aberfeldy Practice,83.33333333
,,,,,F86607,Addison Road Medical Practice,85.51401869
,,,,,F84012,Albion Health Centre,89.58333333
,,,,,F86731,Aldersbrook Medical Centre,89.65517241
,,,,,F82686,Ashton Gardens Surgery,82.14285714
,,,,,Y02987,At Medics - The Loxford Practice,83.33333333
,,,,,F84060,Athena Medical Centre,65.78947368
,,,,,F82042,Aurora Medcare,87.40740741
,,,,,F84681,Balaam Street Practice,78.46153846
,,,,,F86042,Balfour Road Surgery,97.77777778
,,,,,F82018,Barking Medical Group Practice,77.5
,,,,,F84008,Barton House Group Practice,84.67741935
,,,,,F84038,Beechwood Medical Centre,80.95238095
,,,,,F82649,Berwick Surgery,93.61702128
,,,,,F84083,Bethnal Green Health Ctr.,68.08510638
,,,,,F82675,Billet Lane Medical Practice,87.5
,,,,,F84641,Birchdale Road Medical Centre,100
,,,,,F84050,Boleyn Medical Centre,79.19075145
,,,,,F84749,Carpenters Practice,73.02325581
,,,,,F82016,Central Park Surgery,90.12345679
,,,,,F86028,Chadwell Heath Surgery,98.24561404
,,,,,F82630,Chase Cross Medical Centre,82.72727273
,,,,,Y01291,Chingford Medical Practice,81.81818182
,,,,,F82045,Chowdhury,75.75757576
,,,,,F86627,Churchill Medical Centre,79.83193277
,,,,,F84114,City Square Medical Group,78.68852459
,,,,,F84097,Claremont Clinic,81.13207547
,,,,,F86708,Claremont Medical Centre,89.65517241
,,,,,F86691,Clayhall Clinic,92.98245614
,,,,,F86698,Cranbrook Surgery,92.42424242
,,,,,F82674,Cranham Health Centre,93.75
,,,,,F82006,Cranham Village Surgery,95.45454545
,,,,,F86044,Crawley Road Medical Centre,61.31386861
,,,,,F84047,Custom House Surgery,74
,,,,,F84072,De Beauvoir Surgery,64.60176991
,,,,,F84656,Docklands Medical Centre,93.97590361
,,,,,F86040,Dr A Arif,61.64383562
,,,,,F82677,Dr A Moghal'S Practice,79.80769231
,,,,,F82650,Dr Aa Ansari'S Practice,88
,,,,,F82025,Dr Bk Jaiswal'S Practice,98.50746269
,,,,,F84660,Dr Cm Patel'S Surgery,96.2962963
,,,,,F86086,Dr Dhital Practice,71.26436782
,,,,,F82679,Dr Dp Shah'S Practice,78.26086957
,,,,,F82610,Dr Gupta,97.14285714
,,,,,F82678,Dr Km Alkaisy Practice,73.91304348
,,,,,F82003,Dr M Fateh'S Practice,71.62162162
,,,,,F82005,Dr M Goyal'S Practice,70.37037037
,,,,,F82663,Dr Marks Practice,66.12903226
,,,,,F86621,Dr Mohammed Green Man Medical Centre,73.75
,,,,,F82039,Dr P & S Poologanathan,66.66666667
,,,,,F82027,Dr P Prasad'S Practice,90.47619048
,,,,,F82647,Dr R Chibber'S Practice,90.74074074
,,,,,F86006,Dr S Phillips And Dr M Patel Practice,72.13114754
,,,,,F82031,Dr Sanomi,69.04761905
,,,,,F86626,Dr Shantir Practice,88.73239437
,,,,,F82038,Dr Sz Haider'S Practice,42.66666667
,,,,,F84741,Dr T Krishnamurthy,100
,,,,,F82033,Dr Vm Patel,80
,,,,,F84121,E12 Health,88.99521531
,,,,,F84739,E12 Medical Centre,97.61904762
,,,,,F84677,East End Medical Centre,88.15789474
,,,,,F84601,Elsdale Street Surgery,69.87951807
,,,,,F84052,Essex Lodge,93.45794393
,,,,,F86707,Fence Piece Road Medical Centre,94.50549451
,,,,,F84672,First 4 Health Group - E7 Health,87.03703704
,,,,,F82012,Five Elms Medical Practice,94.11764706
,,,,,F84080,Fountayne Road Health Centre,50.57471264
,,,,,F86696,Francis Road Medical Centre,68.75
,,,,,F86010,Fullwell Cross Med. Ctr.,71.18644068
,,,,,F82642,Gables Surgery,64.1509434
,,,,,F86008,Gants Hill Medical Centre,84.2519685
,,,,,F86020,Glebelands Practice,98.33333333
,,,,,F84092,Glen Road Medical Centre,78.77094972
,,,,,F84039,Goodman'S Field Health Centre,81.37931034
,,,,,F86087,Goodmayes Medical Centre,88.46153846
,,,,,F84025,Gough Walk Practice,72.85714286
,,,,,Y00918,Granville Medical Centre,82.60869565
,,,,,F82661,Green Lane Surgery,86
,,,,,F86034,"Green Lane, Goodmayes Medical Practice",88.23529412
,,,,,F84053,Greengate Medical Centre,85.9375
,,,,,F86062,Grove Surgery,72.30769231
,,,,,Y00155,Grove Surgery,94.59459459
,,,,,F82002,Haiderian Medical Centre,95.58823529
,,,,,F86085,Hainault Surgery,89.28571429
,,,,,F82001,Halbutt Street Surgery,66.66666667
,,,,,F86712,Hampton Medical Centre,82.35294118
,,,,,F86004,Handsworth Medical Practice,87.77292576
,,,,,F84087,Harford Health Centre,83.62068966
,,,,,F84044,Harley Grove Medical Ctr.,79.48717949
,,,,,F82619,Harlow Road Surgery,97.91666667
,,,,,F82014,Harold Hill Medical Centre,83.83838384
,,,,,F86666,Harrow Road Gp Centre,87.16216216
,,,,,F84733,Health E1,:
,,,,,F84720,Healy Medical Centre,43.47826087
,,,,,F82634,Heathway Medical Centre,71.95121951
,,,,,F82015,Hedgemans Medical Centre,96.55172414
,,,,,F86045,High Road Surgery,86.66666667
,,,,,F82023,High Street Surgery,97.22222222
,,,,,F86679,Higham Hill Medical Centre,78.0952381
,,,,,F82680,Highgrove Surgery,73.88535032
,,,,,F82055,Hornchurch Healthcare,88.17204301
,,,,,F86082,Ilford Lane Surgery,68.42105263
,,,,,F86022,Ilford Medical Centre,85.61643836
,,,,,F82648,Ingrebourne Medical Centre,78.57142857
,,,,,F84710,Island Health,75.80645161
,,,,,F82040,John Smith Medical Centre,89.74358974
,,,,,F86081,Kenwood Medical,93.22033898
,,,,,F86700,Kings Head Medical Practice,81.57894737
,,,,,Y02973,Kings Park Surgery,73.05389222
,,,,,F84015,Kingsmead Healthcare,75.80645161
,,,,,F86701,Kiyani Medical Practice,70.21276596
,,,,,F82051,Laburnum Health Centre,74.14965986
,,,,,F86705,Langthorne Sharma Family Practice,89.65517241
,,,,,F86664,Larkshall Medical Centre,79
,,,,,F84070,Lathom Road Medical Centre,77.57009346
,,,,,F84719,Latimer Health Centre,72.72727273
,,,,,F86074,Leyton Healthcare 4Th Floor,76.47058824
,,,,,Y04273,Liberty Bridge Road Practice,88.71794872
,,,,,F86650,Lime Tree Surgery,74.22680412
,,,,,F86625,Ll Medical Care Ltd,65.30612245
,,,,,F84021,London Fields Medical Centre,67.30769231
,,,,,F84003,Lower Clapton Group Practice,84.84848485
,,,,,F84642,Lucas Avenue Practice,86.20689655
,,,,,F82030,Lynwood Medical Centre,75.63451777
,,,,,F84004,Market Street Health Group,100
,,,,,F82604,Marks Gate Health Centre,76.14678899
,,,,,F86692,Mathukia'S Surgery,77.84431138
,,,,,F82008,Maylands Healthcare,91.17647059
,,,,,F82638,Modern Medical Centre,91.08910891
,,,,,F86060,Newbury Group Practice,91.14583333
,,,,,F84669,Newham Medical Centre,94.17475728
,,,,,F84740,Newham Transitional Practice,69.6969697
,,,,,F84077,Newham Vicarage Practice,75.23809524
,,,,,F82009,North Street Medical Care,88.44621514
,,,,,F86025,Oak Tree Medical Centre,60.15625
,,,,,Y02575,Omnes Healthcare Ltd,84.7761194
,,,,,F82010,Petersfield Surgery,76.27118644
,,,,,F84088,Plashet Road Medical Centre,97.36842105
,,,,,Y01719,Prime Practice Partnership,73.28244275
,,,,,F86658,Queen Mary Practice,100
,,,,,F86030,Queens Road Medical Centre,88.54166667
,,,,,F84117,Queensbridge Group Practice,75.6097561
,,,,,F82627,Rainham Health Centre,73.58490566
,,,,,F84035,Richmond Road Medical Centre,90.4
,,,,,F84647,Roserton Street Surgery,88.65979381
,,,,,F84711,Rosewood Practice,66.66666667
,,,,,F84717,Royal Docks Medical Practice,41.59292035
,,,,,F84030,Ruston Street Clinic,83.33333333
,,,,,F86012,Rydal,94.11764706
,,,,,F84621,Sandringham Practice,69.23076923
,,,,,F84658,Sangam Practice,92.55319149
,,,,,F86637,Seven Kings Practice,96.82539683
,,,,,Y01280,Shifa Medical Practice,80
,,,,,F84635,Shoreditch Park Surgery,61.29032258
,,,,,Y01839,Sinnott Medical Centre,80.37383178
,,,,,F86038,Sma Medical Practice,85.9375
,,,,,F84033,Somerford Grove Practice,82.9787234
,,,,,F82607,South Hornchurch Medical Practice,90.625
,,,,,F86066,Southdene Surgery,85.26315789
,,,,,Y06592,Special Allocation Scheme (Nel),:
,,,,,Y03049,Spring Hill Practice,52.58964143
,,,,,F82017,St Albans Surgery,68.46846847
,,,,,Y03023,St Andrews Health Centre,80.39215686
,,,,,F86702,St Clement'S Surgery,88.57142857
,,,,,F82011,St Edwards Medical Centre,86.23853211
,,,,,F86058,St James Medical Practice Limited,78.06122449
,,,,,F84010,St. Bartholomews Surgery,81.30841121
,,,,,F84731,St. Katherine'S Dock Practice,100
,,,,,F84034,St. Stephens Health Centre,81.29496403
,,,,,F84013,Stamford Hill Group Practice,40.63157895
,,,,,F84017,Star Lane Medical Centre,72.97297297
,,,,,F82671,Straight Road Surgery,89.13043478
,,,,,F84022,Stratford Health Centre,96
,,,,,F84009,Stratford Village Surgery,82.14285714
,,,,,F84051,Strouts Place Medical Centre,75.47169811
,,,,,F82609,Suttons Avenue Surgery,88.70967742
,,,,,F84123,Suttons Wharf Health Centre,72.07207207
,,,,,F84716,The Allerton Road Surgery,44.57831325
,,,,,F86036,The Allum Medical Centre,83.06878307
,,,,,F84735,The Azad Practice,93.80530973
,,,,,F86689,The Bailey Practice,96.7032967
,,,,,F84747,The Barkantine Practice,86.95652174
,,,,,F84718,The Blithehale Med.Ctr.,87.5
,,,,,F86013,The Broadway Surgery,88.50574713
,,,,,F84036,The Cedar Practice,73.41772152
,,,,,F84062,The Chrisp Street Hth Ctr,79.7752809
,,,,,F84668,The Clapton Surgery,28.24427481
,,,,,F84063,The Dalston Practice,77.77777778
,,,,,Y00090,The Doctors House,95.87628866
,,,,,F86652,The Drive Surgery,93.24324324
,,,,,F86083,The Eastern Avenue Medical Centre,82.14285714
,,,,,F86018,The Ecclesbourne Practice,66
,,,,,F84685,The Elm Practice,45.71428571
,,,,,F86064,The Elmhurst Practice,94.59459459
,,,,,F86023,The Evergreen Surgery,91.15044248
,,,,,F86001,The Firs,75.94936709
,,,,,F86007,The Forest Edge Practice,49.46236559
,,,,,F84086,The Forest Practice,94.73684211
,,,,,F86026,The Forest Surgery,60.49382716
,,,,,F86612,The Fullwell Avenue Surgery,96.77419355
,,,,,F84074,The Graham Practice,70.1754386
,,,,,F82007,The Green Wood Practice,77.27272727
,,,,,F84632,The Greenhouse Walk-In,:
,,,,,F84055,The Grove Road Surgery,96.2962963
,,,,,F86624,The Heathcote Primary Care Centre,91.66666667
,,,,,F84119,The Heron Practice,69.04761905
,,,,,F84692,The Hoxton Surgery,61.01694915
,,,,,F84031,The Jubilee Street Practice Ltd,86.77248677
,,,,,F84096,The Lawson Practice,81.25
,,,,,F84105,The Lea Surgery,80.90909091
,,,,,F84054,The Limehouse Practice,76.51006711
,,,,,F86088,The Lyndhurst Surgery,75.6097561
,,,,,F84729,The Manor Park Practice,97.95918367
,,,,,F86011,The Manor Practice,62.5
,,,,,F86638,The Microfaculty,79.71014493
,,,,,F84016,The Mission Practice,80.39215686
,,,,,F84640,The Neaman Practice,95.83333333
,,,,,F82021,The New Medical Centre,80.18867925
,,,,,F84018,The Nightingale Practice,60.86956522
,,,,,F86616,The Old Church Surgery,87.39495798
,,,,,Y01795,The Oval Practice,91.56626506
,,,,,F86009,The Palms Medical Centre,69.84126984
,,,,,F86005,The Penrhyn Surgery,75
,,,,,Y02928,The Practice Albert Road,73.47670251
,,,,,F84124,The Project Surgery,82.69230769
,,,,,F86703,The Redbridge Surgery,94.59459459
,,,,,F86078,The Ridgeway Surgery,78.57142857
,,,,,F84619,The Riverside Practice,97.56097561
,,,,,Y00312,"The Robins Surgery, Harold Hill Health C",95.89041096
,,,,,F82022,The Rosewood Medical Centre,86.13138686
,,,,,F84666,The Ruiz Medical Practice,71.79487179
,,,,,F84006,The Shrewsbury Centre,78.86597938
,,,,,F86641,The Shrubberies Medical Centre,87.28813559
,,,,,F84081,The Spitalfields Practice,73.8317757
,,,,,F84115,The Statham Grove Surgery,90.12345679
,,,,,F84636,The Surgery (Barretts Grove),85.36585366
,,,,,F84694,The Surgery (Brooke Road),75.67567568
,,,,,F84686,The Surgery (Cranwich Road),39.56043956
,,,,,F82019,The Upstairs Surgery,82.27848101
,,,,,F84730,The Vicarage Lane Surgery,68
,,,,,F84079,The Wapping Group Practice,90.58823529
,,,,,F82612,The White House Surgery,72.66666667
,,,,,F84620,The Wick Health Centre,68.57142857
,,,,,F86057,The Willows Practice,70.52631579
,,,,,F84093,Tollgate Medical Centre,71.77033493
,,,,,F84696,Tredegar Practice,81.3559322
,,,,,Y00403,Trowbridge Practice,70
,,,,,F82660,Tulasi Medical Centre,90.51383399
,,,,,F82624,Upminster Bridge Surgery,95.74468085
,,,,,F82053,Upminster Medical Centre,92.85714286
,,,,,F84014,Upton Lane Medical Centre,73.17073171
,,,,,F82034,Victoria Medical Centre,81.94444444
,,,,,F86644,Waltham Forest Comm & Fam Hth Serv Ltd,91.25
,,,,,F86032,Wanstead Place Surgery,84.29752066
,,,,,F84069,Well Street Surgery,65
,,,,,F84118,Wellington Way Health Centre,91.89189189
,,,,,F84670,Westbury Road Medical Practice,95.45454545
,,,,,F82013,Western Road Medical Centre,87
,,,,,F82028,Wood Lane Surgery,85.15625
,,,,,F84724,Woodgrange Medical Practice,92.05607477
,,,,,F84122,Xx Place Health Centre,81.52866242
,,,,,F86657,York Road Surgery,90.90909091
,,,,,M84036,Abbey Medical Centre,97.39130435
,,,,,M84049,Alcester Health Centre,92.30769231
,,,,,M86004,Allesley Park Medical Ctr,92.66055046
,,,,,M86039,Allesley Village Surgery,91.83673469
,,,,,Y04965,Alliance Teaching Practices,77.93594306
,,,,,M84003,Arbury Medical Centre,83.76068376
,,,,,M84010,Avonside Health Centre,96.62921348
,,,,,M84011,Bedworth Health Centre,94.54545455
,,,,,M84065,Beech Tree Medical Practice,96.25
,,,,,M84067,Bennfield Surgery,95.40229885
,,,,,M84018,Bidford Health Centre,94.39252336
,,,,,M86038,Bredon Avenue Surgery,100
,,,,,M84014,Bridge House Medical Centre,89.58333333
,,,,,M84616,Brookside Surgery,97.36842105
,,,,,M86029,Broomfield Park Med.Ctr.,94.38202247
,,,,,Y06218,Brownsover Medical Centre,87.2
,,,,,M84069,Budbrooke Medical Centre,96.61016949
,,,,,M84061,Bulkington Surgery,94.73684211
,,,,,Y04969,Camp Hill Gp Led Health Centre,78.82352941
,,,,,M84013,Castle Medical Centre,96.07843137
,,,,,M86028,Central Medical Centre,59.45945946
,,,,,M84023,Central Surgery,77.33333333
,,,,,M84005,Chapel End Surgery,86
,,,,,M84063,Chase Meadow Health Centre,96.55172414
,,,,,Y04882,Chaucer Surgery,89.65517241
,,,,,M84017,Clarendon Lodge Medical Centre,84.2519685
,,,,,M86041,Clay Lane Medical Practice,80.27210884
,,,,,M84020,Clifton Road Surgery,95.97315436
,,,,,M86046,Copsewood Medical Centre,90.625
,,,,,M86624,Coventry Gp Group Of Practices,78.26086957
,,,,,M84015,Croft Medical Centre,93.37748344
,,,,,M84029,Cubbington Rd Surgery,96.77419355
,,,,,M84007,Dordon & Polesworth Group Practice,95.33333333
,,,,,M84046,Dunchurch Surgery,95.95959596
,,,,,M86633,Edgwick Medical Centre,78.02197802
,,,,,M86009,Engleton House Surgery,86.55462185
,,,,,M84009,Fenny Compton Surgery,100
,,,,,M86010,Forrest Medical Centre,82.26950355
,,,,,M86612,George Eliot Medical Centre,91.66666667
,,,,,M86016,Godiva Group Practice,87.5
,,,,,M86622,Govind Health Centre,66.66666667
,,,,,M84044,Harbury Surgery,96.15384615
,,,,,M84615,Hartshill Health Centre,88.88888889
,,,,,M84030,Hastings House Surgery,91.97080292
,,,,,M84042,Hazelwood Group Practice,93.33333333
,,,,,M86035,Henley Green Medical Centre,86.44067797
,,,,,M84024,Henley-In-Arden Med Ctr,86.95652174
,,,,,M86617,Hillfields - Dr Bano,77.27272727
,,,,,M86005,Hillfields Health Centre - 1,67.74193548
,,,,,M86032,Holbrooks Health Team,96.02649007
,,,,,M86006,Jubilee Healthcare,83.87096774
,,,,,M86030,Kensington Road Surgery,96.2962963
,,,,,M86015,Kenyon Medical Centres,85.98726115
,,,,,M84620,Lapworth Surgery,100
,,,,,M86605,Limbrick Wood Surgery,91.66666667
,,,,,M86002,Longford Primary Care Centre,92.78350515
,,,,,M84022,Manor Court Surgery,74.69879518
,,,,,M86017,Mansfield Medical Centre,77.47747748
,,,,,M84050,Market Quarter Medical Practice,86.40776699
,,,,,M84066,Meon Medical Centre,98.63013699
,,,,,Y00996,Meridian Practice,87.5
,,,,,M86018,Moseley Avenue Surgery,80.64516129
,,,,,M84051,Old Mill Surgery,86.04651163
,,,,,M86045,Paradise Medical Centre,92.85714286
,,,,,M86044,Park House,71.42857143
,,,,,M84012,Park Leys Medical Practice,86.25592417
,,,,,M84006,Pear Tree Surgery,96.07843137
,,,,,M86007,Phoenix Family Care,95.91836735
,,,,,M84002,Pool Medical Centre,94.36619718
,,,,,M86012,Priory Gate Practice,63.7037037
,,,,,M84028,Priory Medical Centre,93.63057325
,,,,,M84621,Queens Road Surgery,76.66666667
,,,,,M86037,Quinton Park Medical Centre,100
,,,,,M84001,Red Roofs Surgery,94.57364341
