code_April_2020,previous_practice_codes,fm_1000_code_2020,lm_1000_code_2020,fm_1000_previous_codes,lm_1000_previous_codes
M81033,M81033,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81034,M81034,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81035,M81035,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81037,M81037,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81038,M81038,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81039,M81039,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81040,M81040,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81041,M81041,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81042,M81042,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81043,M81043,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81044,M81044,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81045,M81045,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81046,M81046,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81047,M81047,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81048,M81048,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81049,M81049,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81054,M81054,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81055,M81055,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81056,M81056,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81057,M81057,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81058,M81058,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81061,M81061,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81062,M81062,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81063,M81063,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81064,M81064,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81010,M81065,01/04/2013,01/04/2022,01/04/2013,01/07/2016
M81066,M81066,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81067,M81067,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81068,M81068,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81069,M81069,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81070,M81070,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81072,M81072,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81073,M81073,01/04/2013,01/11/2020,01/04/2013,01/11/2020
M81074,M81074,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81075,M81075,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81076,M81076,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81077,M81077,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81078,M81078,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81075,M81079,01/04/2013,01/04/2022,01/04/2013,01/04/2018
M81026,M81080,01/04/2013,01/04/2022,01/04/2013,01/07/2018
M81081,M81081,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81082,M81082,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81083,M81083,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81084,M81084,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81087,M81087,01/04/2013,01/02/2019,01/04/2013,01/02/2019
M81089,M81089,01/04/2013,01/05/2021,01/04/2013,01/05/2021
M81090,M81090,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81091,M81091,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81092,M81092,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81093,M81093,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81094,M81094,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81600,M81600,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81604,M81604,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81605,M81605,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81608,M81608,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81616,M81616,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81617,M81617,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81621,M81621,01/04/2013,01/08/2020,01/04/2013,01/08/2020
M81627,M81627,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M81629,M81629,01/04/2013,01/04/2022,01/04/2013,01/04/2022
Y01929,M82001,01/04/2013,01/04/2022,01/04/2013,01/10/2015
M82002,M82002,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82003,M82003,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82004,M82004,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82005,M82005,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82006,M82006,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82007,M82007,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82008,M82008,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82009,M82009,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82010,M82010,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82011,M82011,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82012,M82012,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82013,M82013,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82014,M82014,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82026,M82015,01/04/2013,01/04/2022,01/04/2013,01/04/2013
M82016,M82016,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82017,M82017,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82018,M82018,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82019,M82019,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82020,M82020,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82021,M82021,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82022,M82022,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82023,M82023,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82024,M82024,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82025,M82025,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82026,M82026,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82003,M82027,01/04/2013,01/04/2022,01/04/2013,01/05/2019
M82028,M82028,01/04/2013,01/04/2022,01/04/2013,01/04/2022
Y01929,M82029,01/04/2013,01/04/2022,01/04/2013,01/10/2017
M82030,M82030,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82031,M82031,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82032,M82032,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82033,M82033,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82034,M82034,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82035,M82035,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82038,M82038,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82039,M82039,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82040,M82040,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82041,M82041,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82042,M82042,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82043,M82043,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82044,M82044,01/04/2013,01/04/2021,01/04/2013,01/04/2021
M82025,M82045,01/04/2013,01/04/2022,01/04/2013,01/07/2018
M82046,M82046,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82047,M82047,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82048,M82048,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82032,M82050,01/04/2013,01/04/2022,01/04/2013,01/04/2016
M82051,M82051,01/04/2013,01/04/2022,01/04/2013,01/04/2022
Y01929,M82054,01/04/2013,01/04/2022,01/04/2013,01/10/2015
M82025,M82055,01/04/2013,01/04/2022,01/04/2013,01/10/2016
M82056,M82056,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82057,M82057,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82058,M82058,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82059,M82059,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82060,M82060,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82601,M82601,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M82604,M82604,01/04/2013,01/04/2021,01/04/2013,01/04/2021
M82606,M82606,01/04/2013,01/04/2022,01/04/2013,01/04/2022
Y01929,M82607,01/04/2013,01/04/2022,01/04/2013,01/10/2015
M82057,M82612,01/04/2013,01/04/2022,01/04/2013,01/01/2016
M82616,M82616,01/04/2013,01/04/2022,01/04/2013,01/04/2022
Y01929,M82619,01/04/2013,01/04/2022,01/04/2013,01/10/2017
M82620,M82620,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83001,M83001,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83004,M83004,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83005,M83005,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83006,M83006,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83007,M83007,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83009,M83009,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83010,M83010,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83011,M83011,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83012,M83012,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83013,M83013,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83014,M83014,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83015,M83015,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83016,M83016,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83017,M83017,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83018,M83018,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83020,M83020,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83021,M83021,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83022,M83022,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83023,M83023,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83024,M83024,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83025,M83025,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83026,M83026,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83027,M83027,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83028,M83028,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83030,M83030,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83031,M83031,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83032,M83032,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83033,M83033,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83034,M83034,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83035,M83035,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83036,M83036,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83037,M83037,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83038,M83038,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83041,M83041,01/04/2013,01/07/2020,01/04/2013,01/07/2020
M83042,M83042,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83110,M83043,01/04/2013,01/04/2022,01/04/2013,01/01/2016
M83044,M83044,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83045,M83045,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83046,M83046,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83047,M83047,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83048,M83048,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83049,M83049,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83050,M83050,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83051,M83051,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83052,M83052,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83054,M83054,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83056,M83056,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83057,M83057,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83059,M83059,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83061,M83061,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83062,M83062,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83063,M83063,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83110,M83064,01/04/2013,01/04/2022,01/04/2013,01/10/2016
M83065,M83065,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83066,M83066,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83067,M83067,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83068,M83068,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83069,M83069,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83070,M83070,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83071,M83071,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83072,M83072,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83073,M83073,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83074,M83074,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83075,M83075,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83076,M83076,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83006,M83078,01/04/2013,01/04/2022,01/04/2013,01/12/2017
M83079,M83079,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83016,M83080,01/04/2013,01/04/2022,01/04/2013,01/07/2017
M83082,M83082,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83084,M83084,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83088,M83088,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83089,M83089,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83090,M83090,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83092,M83092,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83093,M83093,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83094,M83094,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83096,M83096,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83097,M83097,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83100,M83100,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83102,M83102,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83103,M83103,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83107,M83107,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83108,M83108,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83109,M83109,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83110,M83110,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83111,M83111,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83113,M83113,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83115,M83115,01/04/2013,01/04/2020,01/04/2013,01/04/2020
M83117,M83117,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83121,M83121,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83122,M83122,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83123,M83123,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83125,M83125,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83126,M83126,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83127,M83127,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83028,M83128,01/04/2013,01/04/2022,01/04/2013,01/05/2019
M83129,M83129,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83130,M83130,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83132,M83132,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83090,M83133,01/04/2013,01/04/2022,01/04/2013,01/04/2016
M83134,M83134,01/04/2013,01/09/2020,01/04/2013,01/09/2020
M83138,M83138,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83139,M83139,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83140,M83140,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83141,M83141,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83143,M83143,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83617,M83144,01/04/2013,01/04/2022,01/04/2013,01/04/2013
M83146,M83146,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83148,M83148,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83601,M83601,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83608,M83608,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83608,M83613,01/04/2013,01/04/2022,01/04/2013,01/04/2016
M83616,M83616,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83617,M83617,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83619,M83619,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83623,M83623,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83624,M83624,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83625,M83625,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83627,M83627,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83661,M83629,01/04/2013,01/04/2022,01/04/2013,01/07/2017
M83082,M83631,01/04/2013,01/04/2022,01/04/2013,01/04/2018
M83632,M83632,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83637,M83637,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83638,M83638,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83048,M83639,01/04/2013,01/04/2022,01/04/2013,01/06/2017
M83640,M83640,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83641,M83641,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83650,M83650,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83661,M83661,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83107,M83662,01/04/2013,01/04/2022,01/04/2013,01/01/2015
M83723,M83665,01/04/2013,01/04/2022,01/04/2013,01/05/2019
M83668,M83668,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83650,M83669,01/04/2013,01/04/2022,01/04/2013,01/06/2017
M83670,M83670,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83138,M83678,01/04/2013,01/04/2022,01/04/2013,01/07/2016
M83680,M83680,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83681,M83681,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83682,M83682,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83691,M83691,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83617,M83692,01/04/2013,01/04/2022,01/04/2013,01/05/2017
M83693,M83693,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83047,M83695,01/04/2013,01/04/2022,01/04/2013,01/01/2015
M83697,M83697,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83698,M83698,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83700,M83700,01/04/2013,01/05/2021,01/04/2013,01/05/2021
M83701,M83701,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83703,M83703,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83705,M83705,01/04/2013,01/09/2021,01/04/2013,01/09/2021
M83706,M83706,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83047,M83708,01/04/2013,01/04/2022,01/04/2013,01/09/2017
M83709,M83709,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83711,M83711,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83712,M83712,01/04/2013,01/04/2019,01/04/2013,01/04/2019
M83713,M83713,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83619,M83714,01/04/2013,01/04/2022,01/04/2013,01/10/2019
M83715,M83715,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83717,M83717,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83718,M83718,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83719,M83719,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83722,M83722,01/04/2013,01/10/2020,01/04/2013,01/10/2020
M83723,M83723,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83725,M83725,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83026,M83726,01/04/2013,01/04/2022,01/04/2013,01/04/2016
M83727,M83727,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83705,M83733,01/04/2013,01/09/2021,01/04/2013,01/11/2017
M83738,M83738,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M83650,M83739,01/04/2013,01/04/2022,01/04/2013,01/11/2017
M84001,M84001,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84002,M84002,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84003,M84003,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84004,M84004,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84005,M84005,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84006,M84006,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84007,M84007,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84008,M84008,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84009,M84009,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84010,M84010,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84011,M84011,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84012,M84012,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84013,M84013,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84014,M84014,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84015,M84015,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84016,M84016,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84017,M84017,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84018,M84018,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84019,M84019,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84020,M84020,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84021,M84021,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84022,M84022,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84023,M84023,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84024,M84024,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84025,M84025,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84026,M84026,01/04/2013,01/04/2022,01/04/2013,01/04/2022
Y04883,M84027,01/04/2015,01/03/2020,01/04/2013,01/01/2015
M84028,M84028,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84029,M84029,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84030,M84030,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84031,M84031,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84032,M84032,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84034,M84034,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84035,M84035,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84036,M84036,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84037,M84037,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84028,M84038,01/04/2013,01/04/2022,01/04/2013,01/12/2017
M84040,M84040,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84041,M84041,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84042,M84042,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84043,M84043,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84044,M84044,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84011,M84045,01/04/2013,01/04/2022,01/04/2013,01/04/2017
M84046,M84046,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84047,M84047,01/04/2013,01/04/2022,01/04/2013,01/04/2022
Y04884,M84048,01/04/2015,01/04/2022,01/04/2013,01/01/2015
M84049,M84049,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84050,M84050,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84051,M84051,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84055,M84055,01/04/2013,01/04/2022,01/04/2013,01/04/2022
Y04882,M84057,01/04/2015,01/04/2022,01/04/2013,01/01/2015
M84059,M84059,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84060,M84060,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84061,M84061,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84062,M84062,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84063,M84063,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84064,M84064,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84065,M84065,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84066,M84066,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84067,M84067,01/04/2013,01/04/2022,01/04/2013,01/04/2022
Y06218,M84068,01/01/2019,01/04/2022,01/04/2013,01/04/2015
M84069,M84069,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84070,M84070,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84015,M84603,01/04/2013,01/04/2022,01/04/2013,01/04/2018
M84002,M84608,01/04/2013,01/04/2022,01/04/2013,01/10/2016
M84609,M84609,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84612,M84612,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84615,M84615,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84616,M84616,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84617,M84617,01/04/2013,01/11/2019,01/04/2013,01/11/2019
M84618,M84618,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84620,M84620,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84621,M84621,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84005,M84624,01/04/2013,01/04/2022,01/04/2013,01/06/2018
M84627,M84627,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M84629,M84629,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85001,M85001,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85002,M85002,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85063,M85003,01/04/2013,01/04/2022,01/04/2013,01/07/2015
M85005,M85005,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85006,M85006,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85007,M85007,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85008,M85008,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85009,M85009,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85002,M85010,01/04/2013,01/04/2022,01/04/2013,01/10/2016
M85011,M85011,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85013,M85013,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85014,M85014,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85063,M85015,01/04/2013,01/04/2022,01/04/2013,01/10/2017
M85016,M85016,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85018,M85018,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85019,M85019,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85020,M85020,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85021,M85021,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85023,M85023,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85024,M85024,01/04/2013,01/04/2022,01/04/2013,01/04/2022
