"Practice.Code","Year_Closure","Year","NHS.England..Region..code","NHS.England..Region..Name","CCG.Code","CCG.NAME","Practice.Name","Practice.Address","Practice.Postcode","Practice.Open.Date","Practice.Close.Date","Contract.Type","Dispensing.Practice","Quarter.used.for.patient.data","Number.of.Registered.Patients..Last.Known.Figure.","Number.of.Weighted.Patients..Last.Known.Figure.","Average.payments.per.registered.patient","Average.payments.per.weighted.patient","Global.Sum","MPIG.Correction.factor","Premises.Payments","Seniority","Doctors.Retainer.Scheme.Payments","Total.Locum.Allowances","Prolonged.Study.Leave","Appraisal.Costs","PCO.Admin.Other","Total.QOF.Payments","Alcohol","Childhood.Vaccination.and.Immunisation.Scheme","GP.Extended.Hours.Access","Facilitating.Timely.Diagnosis.and.Support.for.People.with.Dementia","Improving.Patient.Online.Access","Influenza.and.Pneumococcal.Immunisations","Learning.Disabilities","Minor.Surgery","Patient.Participation","Remote.Care.Monitoring","Risk.Profiling.and.Case.Management","Rotavirus.and.Shingles.Immunisation","Services.for.Violent.Patients","Unplanned.Admissions","Total.National.Enhanced.Services","Total.Local.Enhanced.Services","Information.Management.and.Technology","Balance.of.PMS.Expenditure","Non.DES.Item.Pneumococcal.Vaccine..Childhood.Immunisation.Main.Programme","Prescribing.Fee.Payments","Dispensing.Fee.Payments","Reimbursement.of.Drugs","Other.Payments","Total.NHS.Payments.to.General.Practice","Deductions.for.Pensions..Levies.and.Prescription.Charge.Income","Total.NHS.Payments.to.General.Practice.Minus.Deductions","Out.Of.Area.in.Hours.Urgent.Care","Meningitis","LocalEnhancedServices_NHAIS_","LocalEnhancedServices_ISFE_","General.Practice.Forward.View","Pertussis","Total.Local.Incentive.Schemes","PCN.Name","PCN.Participation","PCN.Leadership","PCN.Support","PCN.Extended.Hours.Access","PCN.Workforce","PCN.Investment.and.impact.Fund","PCN.Care.Home.Premium","Covid.Immunisation","Covid.Support.and.Expansion","Average.payments.per.registered.patient.including.PCN.Workforce..Leadership.and.Support","Average.payments.per.weighted.patient.including.PCN.Workforce..Leadership.and.Support","Average.payments.per.registered.patient.including.covid.vaccination.and.covid.support.and.expansion.payments","Average.payments.per.weighted.patient.including.covid.vaccination.and.covid.support.and.expansion.payments","Total.COVID.Payments","Total.PCN.Payments","Medical.Assessment.Reviews","Weight.Management.Service","General.Practice.Transformation","winter.Access.Fund","Long.Covid","Average.payments.per.registered.patient.including.covid.vaccination..covid.support.and.long.covid.payments","Average.payments.per.weighted.patient.including.covid.vaccination..covid.support.and.long.covid.payments","Sub.ICB.NAME","Local.Incentive.Schemes","Appraisal...Appraiser.Costs.in.Respect.of.Locums","PCN.Enhanced.Access","ICB.NAME","Practice.Type","Practice.Rurality","Atypical.Characteristics","PCN.Code","Total.Global.Sum","Total.IT.Premises","Total.PCO","Total.Contracted.Services","Total.Prescribing","Total.COVID","IMD","IMD_quintile"
"P87659",2020,2017,"Q83","NHS ENGLAND NORTH (GREATER MANCHESTER)","01G","NHS SALFORD CCG","THREE ST ANDREWS MEDICAL CENTRE","ST. ANDREWS MEDICAL CENTRE 30 RUSSELL STREET ECCLES MANCHESTER ","M30  0NU","01/06/1998","","GMS","No","Q4",3801,4170.98,137.52,125.32,319685.19,0,0,4583.25,0,13873.68,0,0,-207.96,39796.17,NA,9054.85,7326.4,95.67,NA,4792.36,1160,813.2,NA,NA,NA,940.96,0,10119.14,173.42,93942.51,0,0,615.82,1789.63,0,6275.57,7373.87,522723.09,-50941.32,471781.77,0,519.36,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greater Manchester","GP practice","Urban","",NA,319685.19,0,25622.84,129553.69,8065.2,0,36.480463945,5
"P87659",2020,2020,"Y62","NORTH WEST COMMISSIONING REGION","01G","NHS SALFORD CCG","THREE ST ANDREWS MEDICAL CENTRE","ST. ANDREWS MEDICAL CENTRE 30 RUSSELL STREET ECCLES MANCHESTER ","M30  0NU","01/06/1998","13/07/2020","GMS","No",NA,3859.25,4270.37,167,150.92,365506.11,0,0,3518.13,0,64187.08,0,0,2469.04,45124.31,NA,7866.38,1806.9,NA,NA,6085.18,2940,0,NA,NA,NA,533.18,0,NA,NA,NA,0,0,65,2174.08,0,10642.05,0,644498.68,-53310.7,591187.98,0,1287.68,NA,NA,0,0,122807,"ECCLES & IRLAM PCN",7486.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greater Manchester","GP practice","Urban","","U00203",365506.11,0,77660.81,143391.32,12816.13,0,37.45911664,5
"P87659",2020,2021,"Y62","NORTH WEST COMMISSIONING REGION","01G","NHS SALFORD CCG","3/ST ANDREWS MEDICAL CENTRE","ST.ANDREWS MEDICAL CENTRE 30 RUSSELL STREET, ECCLES MANCHESTER  ","M30  0NU","01/06/1998","13/07/2020","GMS","No",NA,3998,4426.31,51.77,46.76,98505.06,0,0,0,0,0,0,0,2754,20868.18,NA,1725.93,0,NA,NA,60.36,0,0,NA,NA,NA,80.48,0,NA,NA,NA,0,0,0,88.09,0,320.39,0,206988.64,-29596.18,236584.82,0,201.2,NA,NA,0,10.06,80457.77,"ECCLES & IRLAM PCN",1917.12,0,0,0,0,0,0,0,0,51.77,46.76,51.77,46.76,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greater Manchester","GP practice","Urban","| Part year of data || Large fluctuation in patients |","U00203",98505.06,0,4671.12,82535.8,408.48,0,37.45911664,5
"P87659",2020,2019,"Q83","NHS ENGLAND NORTH (GREATER MANCHESTER)","01G","NHS SALFORD CCG","THREE ST ANDREWS MEDICAL CENTRE","ST. ANDREWS MEDICAL CENTRE 30 RUSSELL STREET ECCLES MANCHESTER ","M30  0NU","01/06/1998"," ","GMS","No",NA,3783.25,4223.33,141.63,126.87,357595.79,0,0,5485.36,0,0,0,0,-207.96,40283.4,NA,7619.5,7134.52,NA,NA,6223,2660,0,NA,NA,NA,377.6,0,NA,NA,NA,0,0,405.54,1942.15,0,8709.08,7965.97,535825.28,-86291.19,449534.09,0,1046.94,NA,NA,0,0,88584.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greater Manchester","GP practice","Urban","",NA,357595.79,0,13243.37,114051.49,10651.23,0,37.45911664,5
"P88033",2015,2015,"Q46","Greater Manchester","01W","Stockport","Shaw Villa Medical Centre","3 Caxton Road Fulwood Preston Lancashire ","PR2 9ZZ","-","01/01/2015","GMS","No","Q2",543,431,41.5,52.28,21278,0,-1150,0,0,0,0,0,0,2933,0,0,0,0,0,-723,0,0,0,0,0,0,0,0,0,0,0,0,-77,63,0,214,0,22537,-1218,21320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greater Manchester",NA,NA,NA,NA,21278,-1150,0,-800,277,0,32.1195578,4
"P88600",2020,2018,"Q83","NHS ENGLAND NORTH (GREATER MANCHESTER)","01W","NHS STOCKPORT CCG","THE SURGERY BRINNINGTON ROAD","30 BRINNINGTON ROAD PORTWOOD STOCKPORT  ","SK1  2EX","01/10/1988","","GMS","No","Q4",1778,2015.04,150.71,132.98,162451.86,0,16094.65,6731.79,0,0,0,0,0,18285.67,NA,2461.54,3376.32,0,NA,9172.8,1120,1214.08,NA,NA,NA,666.4,0,1368.29,NA,24642.73,0,0,165.22,1853.46,0,8562.52,8353.9,267953.63,-619.46,267334.17,0,431.2,NA,NA,815,186.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greater Manchester","GP practice","Urban","",NA,162451.86,16094.65,15900.69,44804.78,10415.98,0,35.2445971275,5
"P88600",2020,2020,"Y62","NORTH WEST COMMISSIONING REGION","01W","NHS STOCKPORT CCG","THE SURGERY BRINNINGTON ROAD","30 BRINNINGTON ROAD PORTWOOD STOCKPORT  ","SK1  2EX","01/10/1988","","GMS","No",NA,1762.25,2007.01,157.54,138.33,171978.21,0,16137.13,4125.02,0,15585.87,0,0,0,18816.04,NA,2545.5,835.05,NA,NA,3568.18,1820,780.48,NA,NA,NA,422.52,0,NA,NA,NA,0,0,213.3,1026.47,0,4949.62,344.16,277625.07,-685.17,276939.9,0,331.98,NA,NA,1422.54,100.08,29105.22,"TAME VALLEY PCN",3517.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greater Manchester","GP practice","Urban","","U99971",171978.21,16137.13,24995.29,39722.31,5976.09,0,35.74992751,5
"P88600",2020,2015,"Q46","Greater Manchester","01W","Stockport","The Surgery Brinnington Road","30 Brinnington Road Portwood Stockport  ","SK1 2EX","-","-","GMS","No","Q2",1796,2046,121.75,106.9,142040,0,19969,9370,0,0,0,0,0,14958,0,3723,2555,1392,0,4586,464,1474,0,0,0,390,0,3854,115,1028,0,0,91,1775,0,10884,0,218668,-2742,215925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greater Manchester",NA,NA,NA,NA,142040,19969,9370,19672,12659,0,33.72860598,4
"P88600",2020,2017,"Q83","NHS ENGLAND NORTH (GREATER MANCHESTER)","01W","NHS STOCKPORT CCG","THE SURGERY BRINNINGTON ROAD","30 BRINNINGTON ROAD PORTWOOD STOCKPORT  ","SK1  2EX","01/10/1988","","GMS","No","Q4",1771,1983.99,143.52,128.11,152163.33,0,20379.75,7608.04,0,0,0,0,806.25,18144.56,NA,2851.74,2532.24,6858.84,NA,5111.28,1392,433.6,NA,NA,NA,344.16,0,5112.31,105.67,17270.61,0,0,195.26,1831.39,0,9021.97,1425.5,254165.94,-889.65,253276.29,0,577.44,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greater Manchester","GP practice","Urban","",NA,152163.33,20379.75,9839.79,42785.15,10853.36,0,34.739266745,5
"P88600",2020,2019,"Q83","NHS ENGLAND NORTH (GREATER MANCHESTER)","01W","NHS STOCKPORT CCG","THE SURGERY BRINNINGTON ROAD","30 BRINNINGTON ROAD PORTWOOD STOCKPORT  ","SK1  2EX","01/10/1988"," ","GMS","No",NA,1766.5,2005.13,154.33,135.96,169971.97,0,17087.51,5604.75,0,0,0,0,2100,18981.74,NA,2338.14,3370.6,NA,NA,4919.6,1540,867.2,NA,NA,NA,490.86,0,NA,NA,NA,0,0,105.14,1785.35,0,8996.1,3801.37,272616.05,-686.82,271929.23,0,390.78,NA,NA,3071.55,88.2,27105.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greater Manchester","GP practice","Urban","",NA,169971.97,17087.51,14577.67,41215.71,10781.45,0,35.74992751,5
"P88600",2020,2021,"Y62","NORTH WEST COMMISSIONING REGION","01W","NHS STOCKPORT CCG","THE SURGERY 1","30 BRINNINGTON ROAD BRINNINGTON STOCKPORT CHESHIRE ","SK1  2EX","01/10/1988","12/12/2020","GMS","No",NA,1748.67,1977.18,107.57,95.14,128239.21,0,4750,0,0,26813.46,0,0,0,9714.29,NA,482.43,0,NA,NA,462.76,0,350.12,NA,NA,NA,90.54,0,NA,NA,NA,0,0,0,55.87,0,259.32,0,188103.22,-227.67,188330.89,0,100.6,NA,NA,311.72,0,14122.74,"TAME VALLEY PCN",2350.16,0,0,0,0,0,0,0,0,107.57,95.14,107.57,95.14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greater Manchester","GP practice","Urban","| Part year of data || Large fluctuation in patients |","U99971",128239.21,4750,29475.34,15609.19,315.19,0,35.74992751,5
"P88600",2020,2016,"Q73","NHS ENGLAND NORTH (LANCASHIRE AND GREATER MANCHESTER)","01W","NHS STOCKPORT CCG","The Surgery Brinnington Road","30 Brinnington Road Portwood Stockport  ","SK1 2EX","","","GMS","No","Q2",1784,2026.809515,130.67,115.01,145218.15,0,20180.9,8524.77,0,0,0,0,0,18143.69,0,2605.84,3404.8,9532.44,0,4713.88,1972,693.76,0,0,0,275.04,0,5055.83,46.02,2232.98,0,0,165.22,1857.45,0,11101.41,-2660.3,233112.68,-665.41,232447.27,0,48.8,176.12,2056.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greater Manchester",NA,NA,NA,NA,145218.15,20180.9,5864.47,30746.61,12958.86,0,34.2339363625,5
"P88624",2019,2017,"Q83","NHS ENGLAND NORTH (GREATER MANCHESTER)","01W","NHS STOCKPORT CCG","WOODLEY HEALTH CENTRE","WOODLEY HEALTH CENTRE HYDE ROAD WOODLEY STOCKPORT ","SK6  1ND","05/03/1985","","GMS","No","Q4",2177,2083.84,150.73,157.47,159155.94,6810.6,72521.98,5100.87,0,0,0,0,0,28577.38,NA,4024.44,4109.71,370.57,NA,1685.6,0,2471.52,NA,NA,NA,140.52,0,6083.91,137.2,21847.47,857.14,0,495.66,2491.62,0,7701.61,3324.36,328143.3,-17168.55,310974.75,0,235.2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greater Manchester","GP practice","Urban","",NA,165966.54,73379.12,8425.23,41601.8,10193.23,0,25.508868045,4
"P88624",2019,2015,"Q46","Greater Manchester","01W","Stockport","Woodley Health Centre","Woodley Health Centre Hyde Road Woodley Stockport ","SK6 1ND","-","-","GMS","No","Q2",2097,1951,132.11,141.99,137037,10216,67443,10470,0,0,0,0,0,21577,0,3920,2975,1429,1569,256,817,1864,2294,0,1543,0,0,2694,38,1015,0,0,-113,2232,0,7770,0,277045,-10944,266101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greater Manchester",NA,NA,NA,NA,147253,67443,10470,20301,10002,0,23.53172366,3
"P88624",2019,2019,"Q83","NHS ENGLAND NORTH (GREATER MANCHESTER)","01W","NHS STOCKPORT CCG","WOODLEY HEALTH CENTRE","WOODLEY HEALTH CENTRE HYDE ROAD WOODLEY STOCKPORT ","SK6  1ND","05/03/1985"," ","GMS","No",NA,2322.25,2273.89,155.6,158.91,192804.88,3405.24,51853.25,3757.77,0,0,0,0,0,29829.79,NA,4203.54,4392.8,NA,NA,2695,280,1517.6,NA,NA,NA,582.44,0,NA,NA,NA,0,0,225.3,2981.63,0,12581.89,6991.95,361344.12,-11532.04,349812.08,0,540.38,NA,NA,3994.17,107.8,38598.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greater Manchester","GP practice","Urban","",NA,196210.12,51853.25,14743.89,53143.55,15563.52,0,27.48601243,4
"P88624",2019,2018,"Q83","NHS ENGLAND NORTH (GREATER MANCHESTER)","01W","NHS STOCKPORT CCG","WOODLEY HEALTH CENTRE","WOODLEY HEALTH CENTRE HYDE ROAD WOODLEY STOCKPORT ","SK6  1ND","05/03/1985","","GMS","No","Q4",2301,2265.83,167.53,170.13,179559.39,5107.92,81593.11,4513.71,0,0,0,0,743.75,29615.34,NA,4809.68,4204.72,0,NA,9604,1396,3208.64,NA,NA,NA,811.24,0,6162.38,NA,33180.92,0,0,510.68,2864.55,0,9324.22,5674.27,385477.32,-5576.56,379900.76,0,1254.4,NA,NA,1015,323.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greater Manchester","GP practice","Urban","",NA,184667.31,81593.11,11946.73,65466.06,12188.77,0,26.4974402375,4
"P88624",2019,2016,"Q73","NHS ENGLAND NORTH (LANCASHIRE AND GREATER MANCHESTER)","01W","NHS STOCKPORT CCG","Woodley Health Centre","Woodley Health Centre Hyde Road Woodley Stockport ","SK6 1ND","","","GMS","No","Q2",2137,2038.993863,158.88,166.52,146670.78,8513.28,107593.97,9527.02,0,0,0,0,0,24704.69,0,3965.02,3997.6,5269.32,0,9809.76,0,3945.76,751.68,0,0,466.04,0,897.84,107.38,2415.06,0,0,345.46,2313.33,0,8208.51,0,339531.78,-26724.17,312807.61,0,29.28,53.48,2361.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greater Manchester",NA,NA,NA,NA,155184.06,107593.97,9527.02,32000.2,10521.84,0,24.5202958525,3
"P88624",2019,2020,"Y62","NORTH WEST COMMISSIONING REGION","01W","NHS STOCKPORT CCG","WOODLEY HEALTH CENTRE","WOODLEY HEALTH CENTRE HYDE ROAD WOODLEY STOCKPORT ","SK6  1ND","05/03/1985","17/07/2019","UNKNOWN","No",NA,2344,2281.66,46.81,48.09,65040.28,567.56,0,807.19,0,0,0,0,175,15095.55,NA,3046.58,1104.85,NA,NA,3234.52,700,1907.44,NA,NA,NA,261.56,0,NA,NA,NA,0,0,75.18,602.86,0,1980.8,0,109728.44,-5679.33,104049.11,0,261.56,NA,NA,1051.75,78.66,12410.05,"Unknown or no PCN",1327.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greater Manchester","GP practice","Urban","| Part year of data |","Unknown or no PCN",65607.84,0,3360.99,23080.4,2583.66,0,27.48601243,4
"P91025",2015,2015,"Q46","Greater Manchester","02A","Trafford","Dr M Florin","The Norris Road Surgery 356 Norris Road Sale Moor Sale Cheshire","M33 2RL","-","-","GMS","No","Q2",2447,2343,95.63,99.88,159833,0,20800,3766,0,0,0,0,0,36895,0,2451,0,918,0,0,409,0,0,0,0,15,0,3199,0,0,0,0,0,1248,0,4466,0,233997,-1583,232414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greater Manchester",NA,NA,NA,NA,159833,20800,3766,6992,5714,0,17.39166887,2
"P91025",2015,2016,"Q73","NHS ENGLAND NORTH (LANCASHIRE AND GREATER MANCHESTER)","02A","NHS TRAFFORD CCG","Dr M Florin","The Norris Road Surgery 356 Norris Road Sale Moor Sale Cheshire","M33 2RL","","04/12/2015","GMS","No","Q2",2362,2261.350448,67.74,70.76,110905.55,0,19482.21,2609.07,0,0,0,0,0,22913.1,0,0,0,0,0,3842.92,0,0,0,0,0,236.84,0,0,0,15.28,0,0,0,0,0,0,0,160004.97,-18011.29,141993.68,0,0,15.28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greater Manchester",NA,NA,NA,NA,110905.55,19482.21,2609.07,4095.04,0,0,17.39166887,2
"P92652",2020,2019,"Q83","NHS ENGLAND NORTH (GREATER MANCHESTER)","02H","NHS WIGAN BOROUGH CCG","SEVEN BROOKS PRACTICE","CHURCH STREET ATHERTON MANCHESTER  ","M46  9DE","01/04/1974"," ","GMS","No",NA,4008,4329.37,132.9,123.04,0,0,16031.61,0,0,6339.38,0,0,0,45072.88,NA,2900.75,7666.51,NA,NA,1930.6,700,0,NA,NA,NA,607.68,0,NA,NA,NA,0,367312.09,420.56,138,0,708,10355.82,532680.01,-77715.98,454964.03,0,1327.32,NA,NA,2187.5,147,68834.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greater Manchester","GP practice","Urban","",NA,367312.09,16031.61,18882.7,84534.73,846,0,31.52316763,4
"P92652",2020,2018,"Q83","NHS ENGLAND NORTH (GREATER MANCHESTER)","02H","NHS WIGAN BOROUGH CCG","SEVEN BROOKS PRACTICE","CHURCH STREET ATHERTON MANCHESTER  ","M46  9DE","01/04/1974","","GMS","No","Q4",4044,4392.38,139.06,128.03,0,0,7980,0,0,24875.86,0,0,0,69432.5,NA,254.8,9667.16,0,NA,3498.6,0,0,NA,NA,NA,392,0,-2183.86,NA,66570.36,0,357087.78,0,950.98,0,4042.42,18717.57,562373.97,-73358.86,489015.11,0,1019.2,NA,NA,0,68.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greater Manchester","GP practice","Urban","",NA,357087.78,7980,43593.43,79286.86,4993.4,0,30.788799535,4
"P92652",2020,2016,"Q73","NHS ENGLAND NORTH (LANCASHIRE AND GREATER MANCHESTER)","02H","NHS WIGAN BOROUGH CCG","Seven Brooks Practice","Church Street Atherton Manchester  ","M46 9DE","","","PMS","No","Q2",4125,4442.996709,121.24,112.56,0,0,16538.42,11373.96,0,452.7,0,0,0,56988.87,0,5206.64,7843.2,1527.36,0,1925.28,0,91.31,1504.44,0,0,595.92,0,8499.12,214.76,4967.72,0,372171.12,767,1752.99,0,9231.09,-1953.95,500115.51,-70513.76,429601.75,0,417.56,61.12,4906.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greater Manchester",NA,NA,NA,NA,372171.12,16538.42,9872.71,33560.31,10984.08,0,29.320063345,4
"P92652",2020,2021,"Y62","NORTH WEST COMMISSIONING REGION","02H","NHS WIGAN BOROUGH CCG","SEVEN BROOKS PRACTICE","7 BROOKS MEDICAL CENTRE 21 CHURCH ST, ATHERTON MANCHESTER  ","M46  9DE","01/04/1974","05/05/2020","PMS","No",NA,3822,4126.65,26.69,24.72,0,0,3717.47,0,0,0,0,0,0,6543.2,NA,-6.16,0,NA,NA,40.24,0,0,NA,NA,NA,110.66,0,NA,NA,NA,0,61368.02,0,0,0,0,0,102000.32,-5040.23,107040.55,0,100.6,NA,NA,2250,10.06,26647.79,"TABA WIGAN PCN",1218.44,0,0,0,0,0,0,0,0,26.69,24.72,26.69,24.72,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greater Manchester","GP practice","Urban","| Part year of data || Large fluctuation in patients |","U30170",61368.02,3717.47,3468.44,26903.19,0,0,31.52316763,4
"P92652",2020,2015,"Q46","Greater Manchester","02H","Wigan Borough","Seven Brooks Practice","Church Street Atherton Manchester  ","M46 9DE","-","-","PMS","No","Q2",4168,4532,135.01,124.16,0,0,4974,0,0,35304,0,0,0,65275,0,4832,8389,1546,1161,5829,0,1050,4560,0,0,703,0,8985,736,7969,0,401357,384,1796,0,7013,881,562742,-78000,484743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greater Manchester",NA,NA,NA,NA,401357,4974,36185,46144,8809,0,28.58569525,4
"P92652",2020,2020,"Y62","NORTH WEST COMMISSIONING REGION","02H","NHS WIGAN BOROUGH CCG","SEVEN BROOKS PRACTICE","CHURCH STREET ATHERTON MANCHESTER  ","M46  9DE","01/04/1974","05/05/2020","GMS","No",NA,3901.25,4216.76,131.36,121.54,0,0,19664.77,0,0,0,0,0,0,28833.96,NA,6677.79,1893.83,NA,NA,7457.5,1540,319.62,NA,NA,NA,925.52,0,NA,NA,NA,0,361662.51,524.53,1441.51,0,6438.44,1798.8,512485.31,-49798.56,462686.75,0,1096.54,NA,NA,9000,200.16,55473.1,"TABA WIGAN PCN",7536.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greater Manchester","GP practice","Urban","","U30170",361662.51,19664.77,18335.53,76108.59,7879.95,0,31.52316763,4
"P92652",2020,2017,"Q83","NHS ENGLAND NORTH (GREATER MANCHESTER)","02H","NHS WIGAN BOROUGH CCG","SEVEN BROOKS PRACTICE","CHURCH STREET ATHERTON MANCHESTER  ","M46  9DE","01/04/1974","","GMS","No","Q4",4053,4358.24,126.5,117.64,56647.24,3622.9,7980,0,0,0,0,0,14986.56,35505.58,NA,2296.34,5849.64,922.59,NA,6100.08,2320,0,NA,NA,NA,472.72,0,14977.62,50.28,67790.48,0,280316.84,598.26,1891.54,0,7373.85,2138.77,512723.29,-45386.78,467336.51,0,882,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greater Manchester","GP practice","Urban","",NA,340586.98,7980,17125.33,102260.01,9265.39,0,30.05443144,4
"Y00243",2019,2017,"Q78","NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS)","06N","NHS HERTS VALLEYS CCG","MEADOWELL SURGERY - HEALTH INCLUSION MATTERS","MEADOWELL SURGERY 87 CASSIO ROADERY WATFORD HERTS ","WD18 0QN","10/11/2003","","APMS","No","Q4",582,408.14,956.65,1364.15,0,0,5165.36,0,0,31094.17,0,0,3187.3,5513.94,NA,0,0,41.94,NA,568.4,0,0,NA,NA,NA,0,0,1213.8,0,7369.79,0,493067.75,0,113.92,0,886.54,8547.31,556770.22,-24927.7,531842.52,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hertfordshire and West Essex","GP practice","Urban","",NA,493067.75,5165.36,42828.78,9193.93,1000.46,0,21.46913368,3
"Y00243",2019,2015,"Q58","Hertfordshire and the South Midlands","06N","Herts Valleys","Health Inclusion Matters - Meadowell Surgery","Health Inclusion Matters Meadowell Surgery 87 Cassio Road Watford Herts","WD180QN","-","-","APMS","No","Q2",579,399,900.95,1307.23,0,0,2645,0,0,0,0,0,-120,14784,0,0,0,218,0,3346,0,0,0,0,441,0,0,931,206,4256,0,493068,0,0,0,1798,80,521652,-24181,497472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hertfordshire and West Essex",NA,NA,NA,NA,493068,2645,-40,9398,1798,0,21.46913368,3
