"Practice.Code","Year","location_name","service_population_group","domain","latest_rating","inherited_rating_y_n","IMD","IMD_quintile","ICB_NAME"
"P81140",2018,"Darwen Healthlink, Darwen Health Centre","Overall","Overall","Good","N",31.497997725,4,"Lancashire and South Cumbria"
"P81147",2016,"Dr Murthy Motupalli","Overall","Overall","Good","N",42.1172309725,5,"Lancashire and South Cumbria"
"P81149",2017,"Lockwood GP Surgery","Overall","Overall","Good","N",12.153182105,1,"Lancashire and South Cumbria"
"P81150",2022,"Parcliffe Medical Centre","Overall","Overall","Good","N",22.53304113,3,"Lancashire and South Cumbria"
"P81154",2017,"Granville House Medical Centre","Overall","Overall","Good","N",13.1054558,2,"Lancashire and South Cumbria"
"P81155",2016,"Brownhill Surgery","Overall","Overall","Good","N",18.636796495,3,"Lancashire and South Cumbria"
"P81157",2016,"Fernbank Surgery","Overall","Overall","Good","N",11.641558815,2,"Lancashire and South Cumbria"
"P81159",2017,"Stonyhill Medical Practice","Overall","Overall","Good","N",40.857763455,5,"Lancashire and South Cumbria"
"P81160",2023,"Oswald Medical Centre, Accrington","Overall","Overall","Good","N",42.32991108,5,"Lancashire and South Cumbria"
"P81165",2016,"Dr Anjum Seema Iqbal","Overall","Overall","Good","N",34.7972063475,5,"Lancashire and South Cumbria"
"P81166",2016,"Dr Gladstone Bello","Overall","Overall","Good","N",36.41882753,5,"Lancashire and South Cumbria"
"P81167",2016,"Audley Health Centre","Overall","Overall","Good","N",41.8534371625,5,"Lancashire and South Cumbria"
"P81169",2016,"Fishergate Hill Surgery","Overall","Overall","Good","N",27.1929177675,4,"Lancashire and South Cumbria"
"P81170",2017,"Dr M Umar & Dr H Sadique","Overall","Overall","Good","N",43.395537815,5,"Lancashire and South Cumbria"
"P81171",2018,"The Euxton Medical Centre","Overall","Overall","Good","N",9.54802352,1,"Lancashire and South Cumbria"
"P81172",2016,"The Partners","Overall","Overall","Good","N",37.073573735,5,"Lancashire and South Cumbria"
"P81179",2022,"Lostock Hall Medical Centre","Overall","Overall","Good","N",15.78943044,2,"Lancashire and South Cumbria"
"P81180",2022,"Clayton Brook Surgery","Overall","Overall","Good","N",30.26297362,4,"Lancashire and South Cumbria"
"P81181",2017,"Kingsfold Medical Centre","Overall","Overall","Good","N",16.743084,2,"Lancashire and South Cumbria"
"P81182",2022,"Richmond Medical","Overall","Overall","Good","N",50.15354136,5,"Lancashire and South Cumbria"
"P81184",2017,"Ribbleton Medical Centre","Overall","Overall","Good","N",43.498563015,5,"Lancashire and South Cumbria"
"P81185",2017,"Riverside Medical Centre","Overall","Overall","Good","N",12.463761575,2,"Lancashire and South Cumbria"
"P81186",2023,"Dr Uday Kanitkar","Overall","Overall","Inadequate","N",20.67026903,2,"Lancashire and South Cumbria"
"P81191",2024,"Queensway Medical Centre","Overall","Overall","Good","N",12.14094214,1,"Lancashire and South Cumbria"
"P81196",2023,"ISSA Medical Centre - Dr Z H Patel","Overall","Overall","Good","N",31.54259223,4,"Lancashire and South Cumbria"
"P81197",2016,"Rosegrove Surgery","Overall","Overall","Good","N",34.25291268,5,"Lancashire and South Cumbria"
"P81201",2018,"Ashurst Primary Care","Overall","Overall","Good","N",29.526662885,4,"Lancashire and South Cumbria"
"P81208",2016,"Excel Primary Care","Overall","Overall","Good","N",41.865527705,5,"Lancashire and South Cumbria"
"P81212",2019,"Hazelvalley Family Practice","Overall","Overall","Good","Y",24.20656643,3,"Lancashire and South Cumbria"
"P81213",2017,"Penwortham St. Marys Medical Group","Overall","Overall","Good","N",21.906713315,3,"Lancashire and South Cumbria"
"P81214",2019,"Limefield and Cherry Tree Surgeries","Overall","Overall","Good","N",28.50618193,4,"Lancashire and South Cumbria"
"P81218",2016,"The Clayton Medical Centre","Overall","Overall","Good","N",30.05331052,4,"Lancashire and South Cumbria"
"P81620",2021,"Slaidburn Country Practice","Overall","Overall","Good","N",16.31136634,2,"Lancashire and South Cumbria"
"P81622",2018,"Shifa Surgery","Overall","Overall","Good","Y",37.991894115,5,"Lancashire and South Cumbria"
"P81633",2017,"Dr AK Gupta's Practice","Overall","Overall","Good","N",24.27049961,4,"Lancashire and South Cumbria"
"P81646",2022,"Lathom House Surgery","Overall","Overall","Good","N",12.16707043,1,"Lancashire and South Cumbria"
"P81647",2024,"Guttridge Medical Centre","Overall","Overall","Good","N",36.86907492,5,"Lancashire and South Cumbria"
"P81655",2017,"Croston Village Surgery","Overall","Overall","Good","N",8.8747465715,1,"Lancashire and South Cumbria"
"P81664",2017,"The Park Medical Practice","Overall","Overall","Good","N",28.86023794,4,"Lancashire and South Cumbria"
"P81668",2016,"Fleetwood Surgery","Overall","Overall","Good","N",37.5309234925,5,"Lancashire and South Cumbria"
"P81674",2016,"Stanley Court Surgery","Overall","Overall","Good","N",12.9782093775,2,"Lancashire and South Cumbria"
"P81681",2016,"North Shore Surgery","Overall","Overall","Good","N",31.214138645,5,"Lancashire and South Cumbria"
"P81683",2021,"Olive Medical Practice","Overall","Overall","Good","N",36.39853113,5,"Lancashire and South Cumbria"
"P81685",2022,"Dr R Ali Surgery","Overall","Overall","Good","N",35.26531969,4,"Lancashire and South Cumbria"
"P81686",2017,"Dr Mahmoud Ibrahim","Overall","Overall","Good","N",24.18270744,4,"Lancashire and South Cumbria"
"P81687",2020,"New Longton Surgery","Overall","Overall","Good","N",7.034785957,1,"Lancashire and South Cumbria"
"P81692",2023,"The Beeches Medical Centre","Overall","Overall","Good","N",8.722806588,1,"Lancashire and South Cumbria"
"P81694",2018,"The Family Practice","Overall","Overall","Good","Y",44.3579772925,5,"Lancashire and South Cumbria"
"P81695",2018,"Aughton Surgery","Overall","Overall","Good","N",8.6572819105,1,"Lancashire and South Cumbria"
"P81699",2017,"Dr Bhat's Surgery","Overall","Overall","Good","N",29.21761431,4,"Lancashire and South Cumbria"
"P81701",2022,"Dr Dawoud's Surgery","Overall","Overall","Good","N",22.84452528,3,"Lancashire and South Cumbria"
"P81704",2020,"Blakewater Healthcare","Overall","Overall","Good","N",33.47847655,5,"Lancashire and South Cumbria"
"P81707",2016,"William Hopwood Surgery","Overall","Overall","Good","N",42.19594961,5,"Lancashire and South Cumbria"
"P81709",2017,"Roman Road Health Centre","Overall","Overall","Good","N",46.41337866,5,"Lancashire and South Cumbria"
"P81710",2016,"The Tarleton Group Practice","Overall","Overall","Good","N",9.579097089,1,"Lancashire and South Cumbria"
"P81714",2016,"Abbey-Dale Medical Centre","Overall","Overall","Good","N",31.5059083125,5,"Lancashire and South Cumbria"
"P81721",2019,"Hollins Grove Surgery","Overall","Overall","Good","N",35.2203838,5,"Lancashire and South Cumbria"
"P81724",2018,"Pringle Street Surgery","Overall","Overall","Good","N",41.2260212425,5,"Lancashire and South Cumbria"
"P81726",2023,"King Street Medical Centre","Overall","Overall","Good","N",43.75996663,5,"Lancashire and South Cumbria"
"P81730",2016,"Great Harwood Medical Group","Overall","Overall","Good","N",26.43594563,4,"Lancashire and South Cumbria"
"P81731",2017,"Dr Qazi Jehangir","Overall","Overall","Good","N",41.78043673,5,"Lancashire and South Cumbria"
"P81732",2018,"Harambee Surgery","Overall","Overall","Good","Y",17.8681207975,2,"Lancashire and South Cumbria"
"P81734",2019,"The Cornerstone Practice","Overall","Overall","Good","N",42.89582763,5,"Lancashire and South Cumbria"
"P81735",2020,"Dr Asad Hussain","Overall","Overall","Good","N",47.52608641,5,"Lancashire and South Cumbria"
"P81736",2016,"Whitefield Medical Services Limited","Overall","Overall","Good","N",40.4236774425,5,"Lancashire and South Cumbria"
"P81738",2020,"Rishton and Great Harwood Surgery","Overall","Overall","Good","N",29.64741692,4,"Lancashire and South Cumbria"
"P81740",2022,"Adlington Medical Centre","Overall","Overall","Good","N",14.96803488,2,"Lancashire and South Cumbria"
"P81742",2018,"Beechwood Surgery","Overall","Overall","Good","N",17.17367464,2,"Lancashire and South Cumbria"
"P81748",2017,"Briarwood Medical Centre","Overall","Overall","Good","N",21.56295859,3,"Lancashire and South Cumbria"
"P81755",2023,"The Weavers Practice","Overall","Overall","Good","N",30.33253114,4,"Lancashire and South Cumbria"
"P81757",2017,"Barrowford Surgery Limited","Overall","Overall","Good","N",15.73108939,2,"Lancashire and South Cumbria"
"P81770",2018,"Avenham Surgery","Overall","Overall","Good","N",41.93542502,5,"Lancashire and South Cumbria"
"P81771",2017,"Dr RC Rautray's Practice","Overall","Overall","Good","N",35.6174188,5,"Lancashire and South Cumbria"
"P81780",2022,"Riverside Family Practice","Overall","Overall","Good","N",50.19160805,5,"Lancashire and South Cumbria"
"P82001",2022,"The Dunstan Partnership","Overall","Overall","Good","N",37.21384366,5,"Greater Manchester"
"P82002",2022,"Dr Mirza and Partners","Overall","Overall","Good","N",38.01743426,5,"Greater Manchester"
"P82003",2016,"Kildonan House","Overall","Overall","Good","N",19.00483419,3,"Greater Manchester"
"P82004",2018,"Swan Lane Medical Centre","Overall","Overall","Good","N",38.58426138,5,"Greater Manchester"
"P82005",2023,"Stable Fold Surgery","Overall","Overall","Good","N",17.65571659,2,"Greater Manchester"
"P82006",2016,"Pike View Medical Centre","Overall","Overall","Good","N",21.148846575,3,"Greater Manchester"
"P82007",2018,"Kearsley Medical Centre","Overall","Overall","Good","N",29.7994445575,4,"Greater Manchester"
"P82008",2017,"Stonehill Medical Centre","Overall","Overall","Good","N",40.932811285,5,"Greater Manchester"
"P82009",2018,"Garnet Fold Practice","Overall","Overall","Good","N",30.65770726,4,"Greater Manchester"
"P82010",2018,"Dalefield Surgery","Overall","Overall","Good","N",38.4734422325,5,"Greater Manchester"
"P82011",2019,"Tonge Fold Health Centre","Overall","Overall","Good","N",34.39215414,5,"Greater Manchester"
"P82012",2017,"Lever Chambers 1","Overall","Overall","Good","N",40.855164995,5,"Greater Manchester"
"P82013",2023,"SMC Great Lever","Overall","Overall","Good","N",42.70079328,5,"Greater Manchester"
"P82014",2019,"Spring House Surgery","Overall","Overall","Good","N",25.00941397,3,"Greater Manchester"
"P82015",2021,"Unsworth Group Practice","Overall","Overall","Good","N",16.07149771,2,"Greater Manchester"
"P82016",2019,"Harwood Medical Centre","Overall","Overall","Good","N",23.18892403,3,"Greater Manchester"
"P82018",2019,"The Alastair Ross Medical Practice","Overall","Overall","Good","N",42.92192642,5,"Greater Manchester"
"P82020",2021,"Dr Hallikeri and Partners","Overall","Overall","Good","N",32.0358463,4,"Greater Manchester"
"P82021",2016,"The Oaks Family Practice","Overall","Overall","Good","N",26.500579775,4,"Greater Manchester"
"P82022",2018,"Dr Hendy & Rizwan","Overall","Overall","Good","N",42.3534875225,5,"Greater Manchester"
"P82023",2018,"Mandalay Medical Centre","Overall","Overall","Good","N",12.891222735,1,"Greater Manchester"
"P82025",2018,"Burnside Surgery","Overall","Overall","Good","N",29.1900920925,4,"Greater Manchester"
"P82029",2016,"Halliwell Surgery 2","Overall","Overall","Good","N",41.858793625,5,"Greater Manchester"
"P82030",2024,"Deane Medical Centre","Overall","Overall","Good","N",41.61886414,5,"Greater Manchester"
"P82031",2016,"Heaton Medical Centre","Overall","Overall","Good","N",19.600907945,3,"Greater Manchester"
"P82033",2021,"Bradford Street Surgery","Overall","Overall","Good","N",42.5274279,5,"Greater Manchester"
"P82034",2018,"Edgworth Medical Practice","Overall","Overall","Good","N",9.6959162805,1,"Greater Manchester"
"P82036",2023,"Littlelever Health Centre 2","Overall","Overall","Requires improvement","N",23.81770844,3,"Greater Manchester"
"P82037",2017,"Fig Tree Medical Practice","Overall","Overall","Good","N",40.14815683,5,"Greater Manchester"
"P82607",2017,"Crompton View Surgery","Overall","Overall","Good","N",31.58325873,4,"Greater Manchester"
"P82609",2021,"Shanti Medical Centre","Overall","Overall","Good","N",39.84335268,5,"Greater Manchester"
"P82613",2021,"Springview Medical Centre","Overall","Overall","Good","N",25.49847836,3,"Greater Manchester"
"P82616",2019,"Beehive Surgery","Overall","Overall","Good","N",41.75231776,5,"Greater Manchester"
"P82624",2018,"Dr Samir Naseef","Overall","Overall","Good","N",34.866614295,5,"Greater Manchester"
"P82625",2019,"Dr Nasima Sidda","Overall","Overall","Good","N",45.65011905,5,"Greater Manchester"
"P82626",2023,"Halliwell Surgery 3","Overall","Overall","Good","N",47.38081543,5,"Greater Manchester"
"P82627",2018,"Cornerstone Surgery","Overall","Overall","Good","Y",27.6047573275,4,"Greater Manchester"
"P82634",2017,"Dr Karim & Dr James-Authe","Overall","Overall","Good","N",36.828625825,5,"Greater Manchester"
"P82643",2019,"Bromley Meadows Surgery","Overall","Overall","Outstanding","N",9.333666717,1,"Greater Manchester"
"P82652",2017,"Dr Chidananda Barua","Overall","Overall","Good","N",39.651122235,5,"Greater Manchester"
"P82660",2021,"Dr Mahadeva Selvarajan","Overall","Overall","Good","N",37.60266985,5,"Greater Manchester"
"P83001",2017,"Fairfax Group Practice","Overall","Overall","Good","N",21.904718335,3,"Greater Manchester"
"P83004",2022,"The Uplands Medical Practice","Overall","Overall","Requires improvement","N",23.03545706,3,"Greater Manchester"
"P83005",2018,"Townside Surgery - Dr Cooke","Overall","Overall","Good","N",28.3716235725,4,"Greater Manchester"
"P83006",2018,"Ramsbottom Medical Practice","Overall","Overall","Good","N",13.2454424075,2,"Greater Manchester"
"P83007",2016,"Radcliffe Medical Practice","Overall","Overall","Good","N",29.182688525,4,"Greater Manchester"
"P83009",2024,"Blackford House Medical Centre","Overall","Overall","Good","N",18.08386691,2,"Greater Manchester"
"P83010",2020,"Monarch Medical Centre","Overall","Overall","Good","N",29.69509879,4,"Greater Manchester"
"P83011",2019,"Unsworth Medical Centre","Overall","Overall","Good","N",23.62785209,3,"Greater Manchester"
"P83012",2023,"Tottington Medical Practice","Overall","Overall","Requires improvement","N",16.20485044,2,"Greater Manchester"
"P83015",2018,"Ribblesdale Medical Practice","Overall","Overall","Good","N",26.45091405,4,"Greater Manchester"
"P83017",2017,"Woodbank Surgery","Overall","Overall","Good","N",20.37399287,3,"Greater Manchester"
"P83021",2017,"Peel GPs","Overall","Overall","Good","N",30.64332896,4,"Greater Manchester"
"P83024",2016,"Knowsley Medical Centre","Overall","Overall","Good","N",30.8131724725,4,"Greater Manchester"
"P83025",2023,"St Gabriel's Medical Centre","Overall","Overall","Good","N",20.50926645,2,"Greater Manchester"
"P83027",2017,"Dr Laurence Howard Sherman","Overall","Overall","Good","N",20.174160055,3,"Greater Manchester"
"P83603",2016,"Redbank Group Practice","Overall","Overall","Good","N",25.7197067475,4,"Greater Manchester"
"P83605",2018,"Whittaker Lane Medical Centre","Overall","Overall","Good","N",22.167488095,3,"Greater Manchester"
"P83608",2019,"The Elms Medical Centre","Overall","Overall","Good","N",23.95284158,3,"Greater Manchester"
"P83609",2018,"BARDOC - The Birches Medical Centre","Overall","Overall","Good","Y",21.67707036,3,"Greater Manchester"
"P83611",2018,"Dr Afzal Hussain","Overall","Overall","Good","N",38.4135068875,5,"Greater Manchester"
"P83612",2016,"Mile Lane Surgery","Overall","Overall","Good","N",13.2935483175,2,"Greater Manchester"
"P83620",2017,"Garden City Medical Centre","Overall","Overall","Good","Y",11.55522622,1,"Greater Manchester"
"P83621",2017,"Huntley Mount Medical Centre","Overall","Overall","Good","N",43.309917415,5,"Greater Manchester"
"P83623",2018,"Longfield Medical Practice","Overall","Overall","Good","N",22.09724149,3,"Greater Manchester"
"P84004",2016,"Five Oaks Family Practice","Overall","Overall","Outstanding","N",51.6723909075,5,"Greater Manchester"
"P84005",2019,"Vallance Medical","Overall","Overall","Good","N",32.50372427,4,"Greater Manchester"
"P84009",2017,"Ailsa Craig Medical Centre","Overall","Overall","Good","N",42.57734043,5,"Greater Manchester"
"P84010",2017,"The Borchardt Medical Centre","Overall","Overall","Good","N",32.64309905,5,"Greater Manchester"
"P84012",2016,"The Northenden Group Practice","Overall","Overall","Good","N",29.0876338125,4,"Greater Manchester"
"P84014",2018,"RK Medical Practice","Overall","Overall","Good","N",51.8187442525,5,"Greater Manchester"
"P84016",2016,"Levenshulme Medical Practice","Overall","Overall","Good","N",38.5030675225,5,"Greater Manchester"
"P84017",2016,"Ladybarn Group Practice","Overall","Overall","Good","N",33.8482052525,5,"Greater Manchester"
"P84018",2018,"Mauldeth Medical Centre","Overall","Overall","Good","N",26.3654672275,4,"Greater Manchester"
"P84019",2024,"Valentine Medical Centre","Overall","Overall","Good","N",48.08296885,5,"Greater Manchester"
"P84020",2022,"Peel Hall Medical Practice","Overall","Overall","Good","N",50.28033116,5,"Greater Manchester"
"P84021",2017,"The Maples Medical Centre","Overall","Overall","Good","N",41.68938934,5,"Greater Manchester"
"P84022",2016,"Kingsway Medical Practice","Overall","Overall","Good","N",28.19644923,4,"Greater Manchester"
"P84023",2018,"Surrey Lodge Group Practice","Overall","Overall","Good","N",36.2201195875,5,"Greater Manchester"
"P84024",2017,"Bowland Medical Practice","Overall","Overall","Good","N",44.32545386,5,"Greater Manchester"
"P84025",2021,"St George's Medical Centre","Overall","Overall","Good","N",48.10482959,5,"Greater Manchester"
"P84026",2016,"Dr Rubina Shahmalak, Dr Asif Javid and Dr Pirzada Anwer","Overall","Overall","Good","N",45.048912865,5,"Greater Manchester"
"P84027",2016,"West Point Medical Centre","Overall","Overall","Good","N",36.5944017025,5,"Greater Manchester"
"P84028",2018,"Gorton Medical Centre","Overall","Overall","Good","N",50.06757594,5,"Greater Manchester"
"P84029",2017,"Benchill Medical Practice","Overall","Overall","Good","N",55.67156891,5,"Greater Manchester"
"P84030",2020,"New Collegiate Medical Centre","Overall","Overall","Good","N",42.11268293,5,"Greater Manchester"
"P84032",2018,"Dr Mokashi","Overall","Overall","Good","N",48.198243095,5,"Greater Manchester"
"P84033",2024,"Beacon Medical Centre","Overall","Overall","Good","N",47.70161065,5,"Greater Manchester"
"P84034",2019,"Barlow Medical Centre","Overall","Overall","Outstanding","N",17.73509224,2,"Greater Manchester"
"P84035",2016,"Bodey Medical Centre","Overall","Overall","Good","N",28.8039648575,4,"Greater Manchester"
"P84037",2016,"Dr Cunningham and Partners","Overall","Overall","Good","N",45.76741807,5,"Greater Manchester"
"P84038",2018,"Ashville Surgery","Overall","Overall","Good","N",28.0017593075,4,"Greater Manchester"
"P84039",2018,"The Range Medical Centre","Overall","Overall","Good","N",40.3156602475,5,"Greater Manchester"
"P84040",2018,"Conran Medical Centre","Overall","Overall","Good","N",54.8448096925,5,"Greater Manchester"
"P84041",2021,"Cornerstone Family Practice","Overall","Overall","Good","N",44.59965771,5,"Greater Manchester"
"P84042",2015,"Florence House Medical Practice","Overall","Overall","Good","N",48.07056772,5,"Greater Manchester"
"P84043",2016,"Cornishway Group Practice","Overall","Overall","Good","N",49.501144225,5,"Greater Manchester"
"P84045",2022,"The Park Medical Centre","Overall","Overall","Good","N",43.1851301,5,"Greater Manchester"
"P84046",2016,"Cheetham Hill Primary Care Centre","Overall","Overall","Good","N",46.7653060525,5,"Greater Manchester"
"P84047",2022,"Droylsden Road Family Practice","Overall","Overall","Requires improvement","N",51.6349631,5,"Greater Manchester"
"P84048",2024,"Tregenna Group Practice","Overall","Overall","Good","N",46.60355452,5,"Greater Manchester"
"P84049",2017,"The Avenue Medical Centre","Overall","Overall","Good","N",44.743843835,5,"Greater Manchester"
"P84050",2017,"Mount Road Surgery","Overall","Overall","Good","N",54.2734554,5,"Greater Manchester"
"P84051",2019,"Eastlands Medical Practice","Overall","Overall","Good","N",48.53609044,5,"Greater Manchester"
"P84052",2018,"West Gorton Medical Centre","Overall","Overall","Outstanding","N",55.77295096,5,"Greater Manchester"
"P84053",2017,"Ashcroft Surgery","Overall","Overall","Good","N",38.257982555,5,"Greater Manchester"
"P84054",2015,"Whitley Road Medical Centre","Overall","Overall","Good","N",59.36187385,5,"Greater Manchester"
"P84056",2017,"Princess Road Surgery","Overall","Overall","Good","N",41.79959994,5,"Greater Manchester"
"P84059",2019,"Lime Square Medical Centre","Overall","Overall","Good","N",43.3472975,5,"Greater Manchester"
"P84061",2019,"Brooklands Medical Practice","Overall","Overall","Good","N",32.5651039,4,"Greater Manchester"
"P84064",2018,"New Islington Medical Practice","Overall","Overall","Good","N",49.2146752725,5,"Greater Manchester"
"P84065",2024,"Church View Medical Centre","Overall","Overall","Good","N",52.86322598,5,"Greater Manchester"
"P84066",2016,"Dr Syed Rizvi","Overall","Overall","Good","N",36.216511025,5,"Greater Manchester"
"P84067",2017,"Hazeldene Medical Centre","Overall","Overall","Good","N",32.1407266,4,"Greater Manchester"
"P84068",2024,"Chorlton Family Practice","Overall","Overall","Requires improvement","N",22.08272176,3,"Greater Manchester"
"P84070",2019,"Newton Heath Health Centre","Overall","Overall","Good","Y",54.9089678,5,"Greater Manchester"
"P84071",2022,"The Wilbraham Surgery","Overall","Overall","Good","N",23.42163311,3,"Greater Manchester"
"P84072",2017,"The Robert Darbishire Practice","Overall","Overall","Good","N",39.18520161,5,"Greater Manchester"
"P84074",2018,"Wellfield Medical Centre","Overall","Overall","Good","N",44.1419877775,5,"Greater Manchester"
"P84605",2017,"Fernclough Surgery","Overall","Overall","Good","N",61.20253242,5,"Greater Manchester"
"P84611",2016,"Brunswick Medical Practice","Overall","Overall","Good","N",43.6807375025,5,"Greater Manchester"
"P84626",2022,"Wilmslow Road Surgery","Overall","Overall","Good","N",35.93176687,4,"Greater Manchester"
"P84630",2016,"The Arch Medical Practice","Overall","Overall","Good","N",33.9964488275,5,"Greater Manchester"
"P84635",2017,"The Whitswood Practice","Overall","Overall","Good","N",46.524242995,5,"Greater Manchester"
"P84637",2016,"The Mazhari and Khan Practice","Overall","Overall","Good","N",46.09962355,5,"Greater Manchester"
"P84639",2019,"Fallowfield Medical Centre","Overall","Overall","Good","N",29.75853684,4,"Greater Manchester"
"P84644",2016,"Parkside Medical Centre","Overall","Overall","Good","N",45.13878605,5,"Greater Manchester"
"P84645",2020,"Park View Medical Centre","Overall","Overall","Good","N",40.13891765,5,"Greater Manchester"
"P84650",2019,"The Alexandra Practice","Overall","Overall","Good","N",32.37438425,4,"Greater Manchester"
"P84651",2016,"Northern Moor Medical Practice","Overall","Overall","Good","N",37.0557876425,5,"Greater Manchester"
"P84663",2018,"The Neville Family Medical Centre","Overall","Overall","Good","N",43.9967506275,5,"Greater Manchester"
"P84665",2018,"Withington Medical Practice","Overall","Overall","Good","Y",33.2639408075,4,"Greater Manchester"
"P84669",2016,"Cornbrook Medical Practice","Overall","Overall","Good","N",38.002360505,5,"Greater Manchester"
"P84672",2019,"Woodlands Medical Practice","Overall","Overall","Good","N",22.82308893,3,"Greater Manchester"
"P84673",2015,"Urban Village Medical Practice","Overall","Overall","Outstanding","N",44.13457626,5,"Greater Manchester"
"P84678",2022,"Didsbury Medical Centre","Overall","Overall","Good","N",18.2509822,2,"Greater Manchester"
"P84679",2022,"Willowbank Surgery","Overall","Overall","Good","N",54.94596715,5,"Greater Manchester"
"P84683",2016,"The Doc's Surgery","Overall","Overall","Outstanding","N",27.8905981225,4,"Greater Manchester"
"P84684",2017,"Jolly Medical Centre","Overall","Overall","Good","N",39.700784905,5,"Greater Manchester"
"P84689",2018,"Longsight Health Centre","Overall","Overall","Good","N",46.406971065,5,"Greater Manchester"
"P84690",2017,"Dam Head Medical Centre","Overall","Overall","Good","N",53.08351964,5,"Greater Manchester"
"P85002",2017,"St Mary's Medical Centre","Overall","Overall","Good","N",46.793549925,5,"Greater Manchester"
"P85003",2019,"The Chowdhury Practice","Overall","Overall","Good","N",48.92108245,5,"Greater Manchester"
"P85004",2020,"Chadderton Medical Practice","Overall","Overall","Good","N",34.57045702,5,"Greater Manchester"
"P85005",2018,"Leesbrook Surgery","Overall","Overall","Good","N",17.513464075,2,"Greater Manchester"
"P85007",2019,"Oldham Family Practice","Overall","Overall","Good","N",43.33004557,5,"Greater Manchester"
"P85010",2016,"Woodlands Medical Practice","Overall","Overall","Good","N",23.8077046325,4,"Greater Manchester"
"P85011",2024,"CH Medical","Overall","Overall","Good","N",32.86345417,4,"Greater Manchester"
"P85012",2024,"Oldham Medical Services","Overall","Overall","Good","N",46.97681082,5,"Greater Manchester"
"P85013",2022,"The Royton and Crompton Family Practice","Overall","Overall","Good","N",21.46533609,3,"Greater Manchester"
"P85014",2020,"Hopwood House Medical Practice","Overall","Overall","Good","N",40.88786868,5,"Greater Manchester"
"P85015",2019,"Alexandra Group Medical Practice","Overall","Overall","Good","N",44.87719143,5,"Greater Manchester"
"P85016",2017,"Saddleworth Medical Practice","Overall","Overall","Good","N",8.853180542,1,"Greater Manchester"
"P85017",2022,"Oak Gables Medical Practice","Overall","Overall","Good","N",24.44094963,3,"Greater Manchester"
"P85018",2022,"Danson Family Practice","Overall","Overall","Good","N",40.68593924,5,"Greater Manchester"
"P85019",2023,"Chapel Street","Overall","Overall","Good","N",26.15271532,3,"Greater Manchester"
"P85020",2019,"Springfield House","Overall","Overall","Good","N",37.45591452,5,"Greater Manchester"
"P85021",2018,"Greenbank Medical Practice","Overall","Overall","Good","N",43.813901865,5,"Greater Manchester"
"P85022",2023,"Lees Medical Practice","Overall","Overall","Requires improvement","N",33.30708498,4,"Greater Manchester"
"P85026",2023,"Quayside Medical Practice","Overall","Overall","Good","N",30.24453429,4,"Greater Manchester"
"P85601",2017,"The Jalal Practice","Overall","Overall","Good","N",44.77074362,5,"Greater Manchester"
"P85605",2023,"Littletown Family Medical Practice","Overall","Overall","Good","N",42.5818366,5,"Greater Manchester"
"P85606",2023,"Dr Kiren Kaur","Overall","Overall","Good","N",30.79679905,4,"Greater Manchester"
"P85608",2022,"Dr Brian Perkins","Overall","Overall","Good","N",50.42398815,5,"Greater Manchester"
"P85610",2022,"Medlock Medical Practice  Dr Hossain & Dr Chauhan","Overall","Overall","Requires improvement","N",34.24242597,4,"Greater Manchester"
"P85612",2023,"Werneth Medical Practice","Overall","Overall","Good","N",45.46904718,5,"Greater Manchester"
"P85614",2017,"The Village Medical Practice","Overall","Overall","Good","N",24.972687385,4,"Greater Manchester"
"P85615",2021,"Kapur Family Care","Overall","Overall","Good","N",44.83023979,5,"Greater Manchester"
"P85621",2022,"Glodwick Medical Practice","Overall","Overall","Good","N",47.09014851,5,"Greater Manchester"
"P85622",2022,"Jarvis Medical Practice","Overall","Overall","Good","N",48.34693457,5,"Greater Manchester"
"P86002",2023,"Dr Bhima's Practice","Overall","Overall","Good","Y",45.59672821,5,"Greater Manchester"
"P86003",2017,"Edenfield Road Surgery","Overall","Overall","Good","N",18.345341115,3,"Greater Manchester"
"P86004",2024,"Peterloo Medical Centre","Overall","Overall","Good","N",30.19852602,4,"Greater Manchester"
"P86005",2018,"Yorkshire Street Surgery","Overall","Overall","Good","N",38.0051259975,5,"Greater Manchester"
"P86006",2017,"Ashworth Street Surgery","Overall","Overall","Good","N",36.28883483,5,"Greater Manchester"
"P86007",2016,"Wellfield Health Centre","Overall","Overall","Good","N",40.34207913,5,"Greater Manchester"
"P86008",2019,"Mark Street Surgery","Overall","Overall","Good","N",42.00628584,5,"Greater Manchester"
"P86009",2017,"Castleton Health Centre","Overall","Overall","Good","N",33.590378715,5,"Greater Manchester"
"P86010",2023,"Alkrington Junction Practice","Overall","Overall","Requires improvement","N",25.53372809,3,"Greater Manchester"
"P86011",2018,"Longford Street Medical Centre","Overall","Overall","Good","N",33.8981972875,5,"Greater Manchester"
"P86012",2016,"Woodside Medical Centre","Overall","Overall","Good","N",42.4252250625,5,"Greater Manchester"
"P86013",2022,"Healey Surgery","Overall","Overall","Good","N",28.75075485,4,"Greater Manchester"
"P86014",2022,"Dr I K Babar & Partners","Overall","Overall","Good","N",49.35704911,5,"Greater Manchester"
"P86015",2024,"Rochdale Road Medical Centre","Overall","Overall","Good","N",32.77783414,4,"Greater Manchester"
"P86016",2019,"Argyle Street Medical Centre","Overall","Overall","Good","N",37.68723718,5,"Greater Manchester"
